title|raw_text|meal_type|cultural_restriction|calories|allergies
" Mushroom and goat cheese flatbread - 350 calories per portion, 4 portions, contains gluten and dairy
"|"83. Mushroom and goat cheese flatbread - 350 calories per portion, 4 portions, contains gluten and dairy
"|dinner|vegetarian|350.0|contains gluten and dairy
" Tomato and mozzarella tart - 200 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|"84. Tomato and mozzarella tart - 200 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|dinner|vegetarian|200.0|contains gluten and dairy (Italy)
" Lentil and vegetable shepherd's pie - 300 calories per portion, 4 portions, none
"|"85. Lentil and vegetable shepherd's pie - 300 calories per portion, 4 portions, none
"|dinner|vegetarian|300.0|
" Sweet potato gnocchi with sage butter - 400 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|"86. Sweet potato gnocchi with sage butter - 400 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|dinner|vegetarian|400.0|contains gluten and dairy (Italy)
" Vegetable korma with basmati rice - 350 calories per portion, 4 portions, contains nuts (India)
"|"87. Vegetable korma with basmati rice - 350 calories per portion, 4 portions, contains nuts (India)
"|dinner|vegetarian|350.0|contains nuts (India)
" Stuffed grape leaves (Dolmas) - 200 calories per portion, 4 portions, contains nuts (Middle East)
"|"88. Stuffed grape leaves (Dolmas) - 200 calories per portion, 4 portions, contains nuts (Middle East)
"|dinner|vegetarian|200.0|contains nuts (Middle East)
" Mushroom and truffle risotto - 400 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|"89. Mushroom and truffle risotto - 400 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|dinner|vegetarian|400.0|contains gluten and dairy (Italy)
" Eggplant Parmesan - 350 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|"90. Eggplant Parmesan - 350 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|dinner|vegetarian|350.0|contains gluten and dairy (Italy)
" Vegetable and tofu stir-fry - 300 calories per portion, 4 portions, contains soy
"|"91. Vegetable and tofu stir-fry - 300 calories per portion, 4 portions, contains soy
"|dinner|vegetarian|300.0|contains soy
" Spinach and feta stuffed phyllo rolls - 250 calories per portion, 4 portions, contains gluten and dairy (Greece)
"|"92. Spinach and feta stuffed phyllo rolls - 250 calories per portion, 4 portions, contains gluten and dairy (Greece)
"|dinner|vegetarian|250.0|contains gluten and dairy (Greece)
" Butternut squash ravioli with brown butter sauce - 400 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|"93. Butternut squash ravioli with brown butter sauce - 400 calories per portion, 4 portions, contains gluten and dairy (Italy)
"|dinner|vegetarian|400.0|contains gluten and dairy (Italy)
" Vegetarian bibimbap - 350 calories per portion, 4 portions, contains gluten and soy (Korea)
"|"94. Vegetarian bibimbap - 350 calories per portion, 4 portions, contains gluten and soy (Korea)
"|dinner|vegetarian|350.0|contains gluten and soy (Korea)
" Greek-style stuffed zucchini - 200 calories per portion, 4 portions, none (Greece)
"|"95. Greek-style stuffed zucchini - 200 calories per portion, 4 portions, none (Greece)
"|dinner|vegetarian|200.0|
" Ratatouille tart - 250 calories per portion, 6 portions, contains gluten (France)
"|"96. Ratatouille tart - 250 calories per portion, 6 portions, contains gluten (France)
"|dinner|vegetarian|250.0|contains gluten (France)
" Chana masala - 300 calories per portion, 4 portions, contains nuts (India)
"|"97. Chana masala - 300 calories per portion, 4 portions, contains nuts (India)
"|dinner|vegetarian|300.0|contains nuts (India)
" Veggie enchiladas - 350 calories per portion, 4 portions, contains gluten (Mexico)
"|"98. Veggie enchiladas - 350 calories per portion, 4 portions, contains gluten (Mexico)
"|dinner|vegetarian|350.0|contains gluten (Mexico)
" Quinoa and black bean burgers - 400 calories per portion, 4 portions, contains gluten
"|"99. Quinoa and black bean burgers - 400 calories per portion, 4 portions, contains gluten
"|dinner|vegetarian|400.0|contains gluten
" Falafel salad with tahini dressing - 250 calories per portion, 4 portions, contains gluten (Middle East)

Please note that these calorie estimates are approximate and can vary based on specific ingredients and portion sizes used"|"100. Falafel salad with tahini dressing - 250 calories per portion, 4 portions, contains gluten (Middle East)

Please note that these calorie estimates are approximate and can vary based on specific ingredients and portion sizes used. Also, consult with a healthcare professional before making any drastic changes to your diet. Enjoy your vegetarian dinners!"|dinner|vegetarian|250.0|contains gluten (Middle East)
 Caprese Salad|"1. Caprese Salad: 150kcals per portion, 4 portions, no allergy warnings, Italy
"|dinner|vegetarian|150.0|
 Vegetable Stir-Fry|"2. Vegetable Stir-Fry: 250kcals per portion, 3 portions, no allergy warnings, China
"|dinner|vegetarian|250.0|
 Lentil Curry|"3. Lentil Curry: 400kcals per portion, 2 portions, may contain gluten, India
"|dinner|vegetarian|400.0|
 Quinoa Stuffed Peppers|"4. Quinoa Stuffed Peppers: 300kcals per portion, 4 portions, no allergy warnings, Peru
"|dinner|vegetarian|300.0|
 Greek Salad|"5. Greek Salad: 200kcals per portion, 4 portions, dairy allergy warning, Greece
"|dinner|vegetarian|200.0|
 Spinach and Feta Stuffed Mushrooms|"6. Spinach and Feta Stuffed Mushrooms: 150kcals per portion, 2 portions, dairy allergy warning, Greece
"|dinner|vegetarian|150.0|
 Ratatouille|"7. Ratatouille: 180kcals per portion, 6 portions, no allergy warnings, France
"|dinner|vegetarian|180.0|
 Sweet Potato and Black Bean Enchiladas|"8. Sweet Potato and Black Bean Enchiladas: 350kcals per portion, 3 portions, gluten and dairy allergy warning, Mexico
"|dinner|vegetarian|350.0|
 Thai Green Curry|"9. Thai Green Curry: 500kcals per portion, 2 portions, may contain peanuts, Thailand
"|dinner|vegetarian|500.0|
 Mediterranean Quinoa Salad|"10. Mediterranean Quinoa Salad: 250kcals per portion, 4 portions, dairy allergy warning, Mediterranean
"|dinner|vegetarian|250.0|
 Vegetable Biryani|"11. Vegetable Biryani: 450kcals per portion, 2 portions, may contain nuts, India
"|dinner|vegetarian|450.0|
 Caprese Stuffed Portobello Mushrooms|"12. Caprese Stuffed Portobello Mushrooms: 300kcals per portion, 2 portions, dairy allergy warning, Italy
"|dinner|vegetarian|300.0|
 Veggie Sushi Rolls|"13. Veggie Sushi Rolls: 400kcals per portion, 4 portions, soy and gluten allergy warnings, Japan
"|dinner|vegetarian|400.0|
 Chickpea and Sweet Potato Curry|"14. Chickpea and Sweet Potato Curry: 350kcals per portion, 3 portions, no allergy warnings, India
"|dinner|vegetarian|350.0|
 Mexican Rice and Bean Burritos|"15. Mexican Rice and Bean Burritos: 400kcals per portion, 4 portions, gluten allergy warning, Mexico
"|dinner|vegetarian|400.0|
 Spinach and Ricotta Stuffed Pasta Shells|"16. Spinach and Ricotta Stuffed Pasta Shells: 400kcals per portion, 2 portions, dairy allergy warning, Italy
"|dinner|vegetarian|400.0|
 Falafel with Tzatziki Sauce|"17. Falafel with Tzatziki Sauce: 300kcals per portion, 4 portions, gluten and dairy allergy warnings, Middle East
"|dinner|vegetarian|300.0|
 Vegetable Paella|"18. Vegetable Paella: 350kcals per portion, 4 portions, no allergy warnings, Spain
"|dinner|vegetarian|350.0|
 Stuffed Zucchini Boats|"19. Stuffed Zucchini Boats: 200kcals per portion, 4 portions, no allergy warnings, Mediterranean
"|dinner|vegetarian|200.0|
 Spicy Thai Noodle Soup|"20. Spicy Thai Noodle Soup: 400kcals per portion, 3 portions, gluten and nut allergy warnings, Thailand
"|dinner|vegetarian|400.0|
 Mushroom Risotto|"21. Mushroom Risotto: 350kcals per portion, 3 portions, dairy allergy warning, Italy
"|dinner|vegetarian|350.0|
 Vegetarian Shepherd's Pie|"22. Vegetarian Shepherd's Pie: 400kcals per portion, 3 portions, dairy allergy warning, United Kingdom
"|dinner|vegetarian|400.0|
 Pad Thai with Tofu|"23. Pad Thai with Tofu: 550kcals per portion, 2 portions, peanut and gluten allergy warnings, Thailand
"|dinner|vegetarian|550.0|
 Veggie Chili|"24. Veggie Chili: 300kcals per portion, 6 portions, no allergy warnings, United States
"|dinner|vegetarian|300.0|
 Eggplant Parmesan|"25. Eggplant Parmesan: 350kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|350.0|
 Lentil Soup|"26. Lentil Soup: 200kcals per portion, 6 portions, no allergy warnings, multiple origins
"|dinner|vegetarian|200.0|
 Spinach and Goat Cheese Stuffed Portobello Mushrooms|"27. Spinach and Goat Cheese Stuffed Portobello Mushrooms: 250kcals per portion, 2 portions, dairy allergy warning, multiple origins
"|dinner|vegetarian|250.0|
 Indian-Style Spinach and Chickpeas|"28. Indian-Style Spinach and Chickpeas: 300kcals per portion, 3 portions, no allergy warnings, India
"|dinner|vegetarian|300.0|
 Greek Moussaka|"29. Greek Moussaka: 400kcals per portion, 4 portions, dairy allergy warnings, Greece
"|dinner|vegetarian|400.0|
 Veggie Pad See Ew|"30. Veggie Pad See Ew: 450kcals per portion, 2 portions, soy and gluten allergy warnings, Thailand
"|dinner|vegetarian|450.0|
 Mediterranean Veggie Pizza|"31. Mediterranean Veggie Pizza: 300kcals per portion, 4 portions, dairy allergy warning, Mediterranean
"|dinner|vegetarian|300.0|
 Eggplant and Tomato Gratin|"32. Eggplant and Tomato Gratin: 250kcals per portion, 6 portions, no allergy warnings, Mediterranean
"|dinner|vegetarian|250.0|
 Veggie Lo Mein|"33. Veggie Lo Mein: 400kcals per portion, 3 portions, soy and gluten allergy warnings, China
"|dinner|vegetarian|400.0|
 Quinoa and Vegetable Stuffed Bell Peppers|"34. Quinoa and Vegetable Stuffed Bell Peppers: 300kcals per portion, 4 portions, no allergy warnings, multiple origins
"|dinner|vegetarian|300.0|
 Caprese Quinoa Salad|"35. Caprese Quinoa Salad: 250kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|250.0|
 Spinach and Mushroom Pasta|"36. Spinach and Mushroom Pasta: 400kcals per portion, 3 portions, no allergy warnings, multiple origins
"|dinner|vegetarian|400.0|
 Egg Fried Rice|"37. Egg Fried Rice: 350kcals per portion, 4 portions, no allergy warnings, China
"|dinner|vegetarian|350.0|
 Vegetable Fajitas|"38. Vegetable Fajitas: 300kcals per portion, 4 portions, gluten allergy warning, Mexico
"|dinner|vegetarian|300.0|
 Greek Spanakopita|"39. Greek Spanakopita: 250kcals per portion, 6 portions, dairy allergy warnings, Greece
"|dinner|vegetarian|250.0|
 Veggie Noodle Stir-Fry|"40. Veggie Noodle Stir-Fry: 350kcals per portion, 3 portions, soy and gluten allergy warnings, multiple origins
"|dinner|vegetarian|350.0|
 Mexican Quinoa Salad|"41. Mexican Quinoa Salad: 300kcals per portion, 4 portions, no allergy warnings, Mexico
"|dinner|vegetarian|300.0|
 Mushroom and Spinach Lasagna|"42. Mushroom and Spinach Lasagna: 400kcals per portion, 2 portions, dairy allergy warning, Italy
"|dinner|vegetarian|400.0|
 Thai Red Curry|"43. Thai Red Curry: 550kcals per portion, 2 portions, may contain peanuts, Thailand
"|dinner|vegetarian|550.0|
 Roasted Vegetable Pasta|"44. Roasted Vegetable Pasta: 350kcals per portion, 4 portions, no allergy warnings, multiple origins
"|dinner|vegetarian|350.0|
 Cauliflower and Chickpea Curry|"45. Cauliflower and Chickpea Curry: 400kcals per portion, 3 portions, no allergy warnings, multiple origins
"|dinner|vegetarian|400.0|
 Portobello Mushroom Burger|"46. Portobello Mushroom Burger: 350kcals per portion, 2 portions, gluten allergy warning, United States
"|dinner|vegetarian|350.0|
 Eggplant Rollatini|"47. Eggplant Rollatini: 300kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|300.0|
 Vegetable Dumplings|"48. Vegetable Dumplings: 350kcals per portion, 4 portions, soy and gluten allergy warnings, China
"|dinner|vegetarian|350.0|
 Tofu and Vegetable Stir-Fry|"49. Tofu and Vegetable Stir-Fry: 400kcals per portion, 3 portions, soy and gluten allergy warnings, China
"|dinner|vegetarian|400.0|
 Veggie Pot Pie|"50. Veggie Pot Pie: 400kcals per portion, 4 portions, dairy allergy warning, United States

"|dinner|vegetarian|400.0|
 Caprese Quiche|"51. Caprese Quiche: 300kcals per portion, 6 portions, dairy allergy warning, Italy
"|dinner|vegetarian|300.0|
 Spaghetti Aglio e Olio (Garlic and Oil Pasta)|"52. Spaghetti Aglio e Olio (Garlic and Oil Pasta): 350kcals per portion, 4 portions, no allergy warnings, Italy
"|dinner|vegetarian|350.0|
 Vegetable Soba Noodles|"53. Vegetable Soba Noodles: 400kcals per portion, 3 portions, gluten allergy warning, Japan
"|dinner|vegetarian|400.0|
 Stuffed Bell Peppers with Rice and Beans|"54. Stuffed Bell Peppers with Rice and Beans: 350kcals per portion, 4 portions, no allergy warnings, multiple origins
"|dinner|vegetarian|350.0|
 Greek Orzo Salad|"55. Greek Orzo Salad: 300kcals per portion, 4 portions, dairy allergy warning, Greece
"|dinner|vegetarian|300.0|
 Veggie Bibimbap|"56. Veggie Bibimbap: 400kcals per portion, 3 portions, soy and gluten allergy warnings, Korea
"|dinner|vegetarian|400.0|
 Chickpea Tikka Masala|"57. Chickpea Tikka Masala: 450kcals per portion, 2 portions, no allergy warnings, India
"|dinner|vegetarian|450.0|
 Ratatouille Stuffed Portobello Mushrooms|"58. Ratatouille Stuffed Portobello Mushrooms: 250kcals per portion, 2 portions, no allergy warnings, France
"|dinner|vegetarian|250.0|
 Vegetarian Gyro|"59. Vegetarian Gyro: 400kcals per portion, 4 portions, gluten and dairy allergy warnings, Greece
"|dinner|vegetarian|400.0|
 Mexican Quinoa Stuffed Zucchini|"60. Mexican Quinoa Stuffed Zucchini: 350kcals per portion, 3 portions, no allergy warnings, Mexico
"|dinner|vegetarian|350.0|
 Vegetable Laksa Curry|"61. Vegetable Laksa Curry: 500kcals per portion, 2 portions, may contain peanuts, Malaysia
"|dinner|vegetarian|500.0|
 Caprese Pasta|"62. Caprese Pasta: 400kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|400.0|
 Veggie Enchilada Casserole|"63. Veggie Enchilada Casserole: 400kcals per portion, 4 portions, gluten and dairy allergy warnings, Mexico
"|dinner|vegetarian|400.0|
 Greek Spanakopita Triangles|"64. Greek Spanakopita Triangles: 300kcals per portion, 6 portions, dairy allergy warnings, Greece
"|dinner|vegetarian|300.0|
 Vegetable Udon Stir-Fry|"65. Vegetable Udon Stir-Fry: 400kcals per portion, 3 portions, soy and gluten allergy warnings, Japan
"|dinner|vegetarian|400.0|
 Lentil Sloppy Joes|"66. Lentil Sloppy Joes: 300kcals per portion, 4 portions, no allergy warnings, United States
"|dinner|vegetarian|300.0|
 Spinach and Ricotta Stuffed Shells|"67. Spinach and Ricotta Stuffed Shells: 400kcals per portion, 2 portions, dairy allergy warning, Italy
"|dinner|vegetarian|400.0|
 Thai Pineapple Fried Rice|"68. Thai Pineapple Fried Rice: 450kcals per portion, 4 portions, soy and gluten allergy warnings, Thailand
"|dinner|vegetarian|450.0|
 Veggie Tacos|"69. Veggie Tacos: 350kcals per portion, 4 portions, gluten allergy warning, Mexico
"|dinner|vegetarian|350.0|
 Mediterranean Vegetable Tart|"70. Mediterranean Vegetable Tart: 300kcals per portion, 4 portions, no allergy warnings, Mediterranean
"|dinner|vegetarian|300.0|
 Eggplant Parmesan Roll-Ups|"71. Eggplant Parmesan Roll-Ups: 350kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|350.0|
 Veggie Sushi Bowl|"72. Veggie Sushi Bowl: 400kcals per portion, 2 portions, soy and gluten allergy warnings, Japan
"|dinner|vegetarian|400.0|
 Mexican Quinoa Stuffed Bell Peppers|"73. Mexican Quinoa Stuffed Bell Peppers: 350kcals per portion, 4 portions, no allergy warnings, Mexico
"|dinner|vegetarian|350.0|
 Mushroom and Pea Risotto|"74. Mushroom and Pea Risotto: 350kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|350.0|
 Thai Basil Tofu Stir-Fry|"75. Thai Basil Tofu Stir-Fry: 450kcals per portion, 4 portions, soy and gluten allergy warnings, Thailand
"|dinner|vegetarian|450.0|
 Vegetarian Lasagna|"76. Vegetarian Lasagna: 400kcals per portion, 4 portions, dairy allergy warning, multiple origins
"|dinner|vegetarian|400.0|
 Coconut Curry Noodles|"77. Coconut Curry Noodles: 500kcals per portion, 2 portions, soy and gluten allergy warnings, Thailand
"|dinner|vegetarian|500.0|
 Veggie Burrito Bowl|"78. Veggie Burrito Bowl: 400kcals per portion, 4 portions, gluten and dairy allergy warnings, Mexico
"|dinner|vegetarian|400.0|
 Greek Briam (Roasted Vegetables)|"79. Greek Briam (Roasted Vegetables): 300kcals per portion, 4 portions, no allergy warnings, Greece
"|dinner|vegetarian|300.0|
 Tofu Pad Thai|"80. Tofu Pad Thai: 450kcals per portion, 3 portions, soy and gluten allergy warnings, Thailand

"|dinner|vegetarian|450.0|
 Vegetable Quesadillas|"81. Vegetable Quesadillas: 350kcals per portion, 4 portions, gluten and dairy allergy warnings, Mexico
"|dinner|vegetarian|350.0|
 Thai Red Curry Noodle Soup|"82. Thai Red Curry Noodle Soup: 500kcals per portion, 2 portions, may contain peanuts, Thailand
"|dinner|vegetarian|500.0|
 Veggie Miso Soup|"83. Veggie Miso Soup: 200kcals per portion, 4 portions, soy allergy warning, Japan
"|dinner|vegetarian|200.0|
 Greek Orzo Stuffed Peppers|"84. Greek Orzo Stuffed Peppers: 350kcals per portion, 4 portions, dairy allergy warning, Greece
"|dinner|vegetarian|350.0|
 Vegetable Korma|"85. Vegetable Korma: 450kcals per portion, 2 portions, may contain nuts, India
"|dinner|vegetarian|450.0|
 Caprese Flatbread|"86. Caprese Flatbread: 400kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|400.0|
 Vegetarian Enchiladas|"87. Vegetarian Enchiladas: 400kcals per portion, 4 portions, gluten and dairy allergy warnings, Mexico
"|dinner|vegetarian|400.0|
 Greek Phyllo Pie|"88. Greek Phyllo Pie: 350kcals per portion, 6 portions, dairy allergy warnings, Greece
"|dinner|vegetarian|350.0|
 Veggie Pad Thai|"89. Veggie Pad Thai: 450kcals per portion, 2 portions, soy and gluten allergy warnings, Thailand
"|dinner|vegetarian|450.0|
 Mexican Quinoa Casserole|"90. Mexican Quinoa Casserole: 350kcals per portion, 4 portions, no allergy warnings, Mexico
"|dinner|vegetarian|350.0|
 Vegetable Massaman Curry|"91. Vegetable Massaman Curry: 500kcals per portion, 2 portions, may contain peanuts, Thailand
"|dinner|vegetarian|500.0|
 Caprese Panini|"92. Caprese Panini: 400kcals per portion, 4 portions, dairy allergy warning, Italy
"|dinner|vegetarian|400.0|
 Mushroom and Spinach Quiche|"93. Mushroom and Spinach Quiche: 300kcals per portion, 6 portions, dairy allergy warning, multiple origins
"|dinner|vegetarian|300.0|
 Veggie Spring Rolls|"94. Veggie Spring Rolls: 350kcals per portion, 4 portions, soy and gluten allergy warnings, China
"|dinner|vegetarian|350.0|
 Tofu Tikka Masala|"95. Tofu Tikka Masala: 450kcals per portion, 2 portions, no allergy warnings, India
"|dinner|vegetarian|450.0|
 Ratatouille Tart|"96. Ratatouille Tart: 300kcals per portion, 4 portions, no allergy warnings, France
"|dinner|vegetarian|300.0|
 Penne alla Vodka with Spinach|"97. Penne alla Vodka with Spinach: 400kcals per portion, 3 portions, dairy allergy warning, Italy
"|dinner|vegetarian|400.0|
 Thai Green Curry Noodle Soup|"98. Thai Green Curry Noodle Soup: 550kcals per portion, 2 portions, may contain peanuts, Thailand
"|dinner|vegetarian|550.0|
 Roasted Vegetable Quinoa Bowls|"99. Roasted Vegetable Quinoa Bowls: 350kcals per portion, 4 portions, no allergy warnings, multiple origins
"|dinner|vegetarian|350.0|
 Eggplant Parmesan Sliders|"100. Eggplant Parmesan Sliders: 300kcals per portion, 4 portions, dairy allergy warning, Italy

Please note that the calorie counts are approximate and may vary based on specific ingredients and serving sizes. Also, make sure to check the specific dietary needs and allergies of individuals before preparing any dish."|dinner|vegetarian|300.0|
 Scrambled eggs with toast - 220 calories per portion, 2 portions, no allergic warnings, origin|"1. Scrambled eggs with toast - 220 calories per portion, 2 portions, no allergic warnings, origin: United States
"|breakfast|halal|220.0|
 Oatmeal with berries - 200 calories per portion, 2 portions, no allergic warnings, origin|"2. Oatmeal with berries - 200 calories per portion, 2 portions, no allergic warnings, origin: United States
"|breakfast|halal|200.0|
 Avocado toast - 300 calories per portion, 2 portions, may contain gluten, origin|"3. Avocado toast - 300 calories per portion, 2 portions, may contain gluten, origin: United States
"|breakfast|halal|300.0|
 Greek yogurt with honey and nuts - 250 calories per portion, 1 portion, may contain nuts, origin|"4. Greek yogurt with honey and nuts - 250 calories per portion, 1 portion, may contain nuts, origin: Greece
"|breakfast|halal|250.0|
 Cheese omelette - 300 calories per portion, 1 portion, no allergic warnings, origin|"5. Cheese omelette - 300 calories per portion, 1 portion, no allergic warnings, origin: Various
"|breakfast|halal|300.0|
 Banana pancakes - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"6. Banana pancakes - 400 calories per portion, 2 portions, contains gluten and dairy, origin: United States
"|breakfast|halal|400.0|contains gluten and dairy
 Vegetable frittata - 220 calories per portion, 4 portions, no allergic warnings, origin|"7. Vegetable frittata - 220 calories per portion, 4 portions, no allergic warnings, origin: Italy
"|breakfast|halal|220.0|
 Breakfast burrito - 450 calories per portion, 1 portion, may contain gluten, origin|"8. Breakfast burrito - 450 calories per portion, 1 portion, may contain gluten, origin: Mexico
"|breakfast|halal|450.0|
 French toast with maple syrup - 350 calories per portion, 2 portions, contains gluten and dairy, origin|"9. French toast with maple syrup - 350 calories per portion, 2 portions, contains gluten and dairy, origin: Various
"|breakfast|halal|350.0|contains gluten and dairy
 Shakshuka - 300 calories per portion, 2 portions, no allergic warnings, origin|"10. Shakshuka - 300 calories per portion, 2 portions, no allergic warnings, origin: Middle East

"|breakfast|halal|300.0|
 Acai bowl - 300 calories per portion, 1 portion, no allergic warnings, origin|"11. Acai bowl - 300 calories per portion, 1 portion, no allergic warnings, origin: Brazil
"|breakfast|halal|300.0|
 Smoothie bowl - 250 calories per portion, 1 portion, may contain nuts, origin|"12. Smoothie bowl - 250 calories per portion, 1 portion, may contain nuts, origin: Various
"|breakfast|halal|250.0|
 Huevos rancheros - 400 calories per portion, 2 portions, contains gluten, origin|"13. Huevos rancheros - 400 calories per portion, 2 portions, contains gluten, origin: Mexico
"|breakfast|halal|400.0|contains gluten
 Vegetable omelette - 200 calories per portion, 2 portions, no allergic warnings, origin|"14. Vegetable omelette - 200 calories per portion, 2 portions, no allergic warnings, origin: Various
"|breakfast|halal|200.0|
 Overnight oats - 250 calories per portion, 2 portions, contains gluten, origin|"15. Overnight oats - 250 calories per portion, 2 portions, contains gluten, origin: United States
"|breakfast|halal|250.0|contains gluten
 Turkish breakfast (tomato, cucumber, olives, cheese, bread) - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"16. Turkish breakfast (tomato, cucumber, olives, cheese, bread) - 400 calories per portion, 2 portions, contains gluten and dairy, origin: Turkey
"|breakfast|halal|400.0|contains gluten and dairy
 Quiche Lorraine - 450 calories per portion, 4 portions, contains gluten and dairy, origin|"17. Quiche Lorraine - 450 calories per portion, 4 portions, contains gluten and dairy, origin: France
"|breakfast|halal|450.0|contains gluten and dairy
 Eggs Benedict - 550 calories per portion, 2 portions, contains gluten and dairy, origin|"18. Eggs Benedict - 550 calories per portion, 2 portions, contains gluten and dairy, origin: United States
"|breakfast|halal|550.0|contains gluten and dairy
 Spinach and feta stuffed mushrooms - 200 calories per portion, 2 portions, contains dairy, origin|"19. Spinach and feta stuffed mushrooms - 200 calories per portion, 2 portions, contains dairy, origin: Greece
"|breakfast|halal|200.0|contains dairy
 Chia pudding with mixed berries - 300 calories per portion, 2 portions, no allergic warnings, origin|"20. Chia pudding with mixed berries - 300 calories per portion, 2 portions, no allergic warnings, origin: Various

"|breakfast|halal|300.0|
 Breakfast quesadilla - 400 calories per portion, 1 portion, contains gluten and dairy, origin|"21. Breakfast quesadilla - 400 calories per portion, 1 portion, contains gluten and dairy, origin: Mexico
"|breakfast|halal|400.0|contains gluten and dairy
 Quinoa porridge with coconut milk - 400 calories per portion, 2 portions, no allergic warnings, origin|"22. Quinoa porridge with coconut milk - 400 calories per portion, 2 portions, no allergic warnings, origin: Various
"|breakfast|halal|400.0|
 English breakfast (eggs, bacon, sausage, beans, tomato) - 700 calories per portion, 2 portions, no allergic warnings, origin|"23. English breakfast (eggs, bacon, sausage, beans, tomato) - 700 calories per portion, 2 portions, no allergic warnings, origin: United Kingdom
"|breakfast|halal|700.0|
 Pita bread with hummus and vegetables - 350 calories per portion, 2 portions, contains gluten, origin|"24. Pita bread with hummus and vegetables - 350 calories per portion, 2 portions, contains gluten, origin: Middle East
"|breakfast|halal|350.0|contains gluten
 Sliced fruit salad - 100 calories per portion, 1 portion, no allergic warnings, origin|"25. Sliced fruit salad - 100 calories per portion, 1 portion, no allergic warnings, origin: Various
"|breakfast|halal|100.0|
 Belgian waffles with fruit compote - 500 calories per portion, 2 portions, contains gluten, origin|"26. Belgian waffles with fruit compote - 500 calories per portion, 2 portions, contains gluten, origin: Belgium
"|breakfast|halal|500.0|contains gluten
 Smoked salmon and cream cheese bagel - 450 calories per portion, 1 portion, contains gluten and dairy, origin|"27. Smoked salmon and cream cheese bagel - 450 calories per portion, 1 portion, contains gluten and dairy, origin: Various
"|breakfast|halal|450.0|contains gluten and dairy
 American pancakes with maple syrup - 400 calories per portion, 2 portions, contains gluten and dairy, origin|"28. American pancakes with maple syrup - 400 calories per portion, 2 portions, contains gluten and dairy, origin: United States
"|breakfast|halal|400.0|contains gluten and dairy
 Turkish simit (sesame bread rings) with cheese - 350 calories per portion, 1 portion, contains gluten and dairy, origin|"29. Turkish simit (sesame bread rings) with cheese - 350 calories per portion, 1 portion, contains gluten and dairy, origin: Turkey
"|breakfast|halal|350.0|contains gluten and dairy
 Mexican chilaquiles - 450 calories per portion, 2 portions, may contain gluten, origin|"30. Mexican chilaquiles - 450 calories per portion, 2 portions, may contain gluten, origin: Mexico

"|breakfast|halal|450.0|
 Yogurt parfait with granola and fruit - 300 calories per portion, 1 portion, may contain gluten, origin|"31. Yogurt parfait with granola and fruit - 300 calories per portion, 1 portion, may contain gluten, origin: Various
"|breakfast|halal|300.0|
 Baked beans on toast - 300 calories per portion, 2 portions, contains gluten, origin|"32. Baked beans on toast - 300 calories per portion, 2 portions, contains gluten, origin: United Kingdom
"|breakfast|halal|300.0|contains gluten
 Apple cinnamon muffins - 350 calories per portion, 2 portions, contains gluten, origin|"33. Apple cinnamon muffins - 350 calories per portion, 2 portions, contains gluten, origin: Various
"|breakfast|halal|350.0|contains gluten
 Poha (Indian flattened rice dish) - 300 calories per portion, 2 portions, no allergic warnings, origin|"34. Poha (Indian flattened rice dish) - 300 calories per portion, 2 portions, no allergic warnings, origin: India
"|breakfast|halal|300.0|
 Breakfast pizza - 500 calories per portion, 1 portion, contains gluten, origin|"35. Breakfast pizza - 500 calories per portion, 1 portion, contains gluten, origin: United States
"|breakfast|halal|500.0|contains gluten
 Turkish menemen (egg and vegetable scramble) - 300 calories per portion, 2 portions, no allergic warnings, origin|"36. Turkish menemen (egg and vegetable scramble) - 300 calories per portion, 2 portions, no allergic warnings, origin: Turkey
"|breakfast|halal|300.0|
 Sausage and egg muffin - 400 calories per portion, 2 portions, contains gluten, origin|"37. Sausage and egg muffin - 400 calories per portion, 2 portions, contains gluten, origin: None (popular internationally)
"|breakfast|halal|400.0|contains gluten
 Aloo paratha (Indian stuffed potato bread) - 350 calories per portion, 2 portions, contains gluten, origin|"38. Aloo paratha (Indian stuffed potato bread) - 350 calories per portion, 2 portions, contains gluten, origin: India
"|breakfast|halal|350.0|contains gluten
