|title|raw_text|meal_type|cultural_restriction
49|" Omelette Wrap with Ham and Cheese
    Calories"|"50. Omelette Wrap with Ham and Cheese
    Calories: 350 per portion
    Servings: 1
    Allergic Warnings: Dairy
    Origin Country: N/A

"|breakfast|halal
50|" South Indian Idli with Sambar and Chutney
    Calories"|"51. South Indian Idli with Sambar and Chutney
    Calories: 250 per portion
    Servings: 4
    Allergic Warnings: None
    Origin Country: India

"|breakfast|halal
51|" Dutch Baby Pancake
    Calories"|"52. Dutch Baby Pancake
    Calories: 300 per portion
    Servings: 2
    Allergic Warnings: Dairy, Gluten
    Origin Country: Netherlands

"|breakfast|halal
52|" Lebanese Labneh Pancakes
    Calories"|"53. Lebanese Labneh Pancakes
    Calories: 350 per portion
    Servings: 4
    Allergic Warnings: Dairy, Gluten
    Origin Country: Lebanon

"|breakfast|halal
53|" English Muffin with Egg and Bacon
    Calories"|"54. English Muffin with Egg and Bacon
    Calories: 380 per portion
    Servings: 1
    Allergic Warnings: Dairy, Gluten
    Origin Country: United Kingdom

"|breakfast|halal
54|" Iranian Shakarpareh (Sweet Biscuits)
    Calories"|"55. Iranian Shakarpareh (Sweet Biscuits)
    Calories: 200 per portion
    Servings: 8
    Allergic Warnings: Dairy, Gluten
    Origin Country: Iran

"|breakfast|halal
55|" Turkish Poached Eggs in Yogurt (Çılbır)
    Calories"|"56. Turkish Poached Eggs in Yogurt (Çılbır)
    Calories: 350 per portion
    Servings: 2
    Allergic Warnings: None
    Origin Country: Turkey

"|breakfast|halal
56|" Mexican Tostadas
    Calories"|"57. Mexican Tostadas
    Calories: 400 per portion
    Servings: 2
    Allergic Warnings: None
    Origin Country: Mexico

"|breakfast|halal
57|" Matcha Green Tea Smoothie Bowl
    Calories"|"58. Matcha Green Tea Smoothie Bowl
    Calories: 250 per portion
    Servings: 1
    Allergic Warnings: None
    Origin Country: Japan

"|breakfast|halal
58|" Egyptian Feteer Meshaltet
    Calories"|"59. Egyptian Feteer Meshaltet
    Calories: 300 per portion
    Servings: 4
    Allergic Warnings: Gluten
    Origin Country: Egypt

"|breakfast|halal
59|" Savory Crepes filled with Ham and Cheese
    Calories"|"60. Savory Crepes filled with Ham and Cheese
    Calories: 350 per portion
    Servings: 2
    Allergic Warnings: Dairy, Gluten
    Origin Country: France

"|breakfast|halal
60|" Malaysian Nasi Lemak
    Calories"|"61. Malaysian Nasi Lemak
    Calories: 400 per portion
    Servings: 2
    Allergic Warnings: None
    Origin Country: Malaysia

"|breakfast|halal
61|" Chocolate Banana Smoothie
    Calories"|"62. Chocolate Banana Smoothie
    Calories: 300 per portion
    Servings: 1
    Allergic Warnings: None
    Origin Country: N/A

"|breakfast|halal
62|" Lebanese Keshek (Yogurt Soup)
    Calories"|"63. Lebanese Keshek (Yogurt Soup)
    Calories: 250 per portion
    Servings: 4
    Allergic Warnings: Dairy
    Origin Country: Lebanon

"|breakfast|halal
63|" American Pancakes with Blueberry Sauce
    Calories"|"64. American Pancakes with Blueberry Sauce
    Calories: 350 per portion
    Servings: 2
    Allergic Warnings: Dairy, Gluten
    Origin Country: United States

"|breakfast|halal
64|" Turkish Gözleme with Spinach and Feta
    Calories"|"65. Turkish Gözleme with Spinach and Feta
    Calories: 400 per portion
    Servings: 4
    Allergic Warnings: Dairy, Gluten
    Origin Country: Turkey

"|breakfast|halal
65|" Berry Quinoa Parfait
    Calories"|"66. Berry Quinoa Parfait
    Calories: 350 per portion
    Servings: 1
    Allergic Warnings: None
    Origin Country: N/A

"|breakfast|halal
66|" Indian Poha
    Calories"|"67. Indian Poha
    Calories: 300 per portion
    Servings: 2
    Allergic Warnings: None
    Origin Country: India

"|breakfast|halal
67|" Moroccan Semolina Pancakes (Baghrir)
    Calories"|"68. Moroccan Semolina Pancakes (Baghrir)
    Calories: 250 per portion
    Servings: 4
    Allergic Warnings: Gluten
    Origin Country: Morocco

"|breakfast|halal
68|" Spanish Churros with Chocolate Sauce
    Calories"|"69. Spanish Churros with Chocolate Sauce
    Calories: 400 per portion
    Servings: 2
    Allergic Warnings: Gluten
    Origin Country: Spain

"|breakfast|halal
69|" Homemade Cinnamon Rolls
    Calories"|"70. Homemade Cinnamon Rolls
    Calories: 350 per portion
    Servings: 4
    Allergic Warnings: Dairy, Gluten
    Origin Country: N/A

"|breakfast|halal
70|" Iranian Shirazi Salad
    Calories"|"71. Iranian Shirazi Salad
    Calories: 100 per portion
    Servings: 4
    Allergic Warnings: None
    Origin Country: Iran

"|breakfast|halal
71|" Sweet Potato Breakfast Burrito
    Calories"|"72. Sweet Potato Breakfast Burrito
    Calories: 450 per portion
    Servings: 1
    Allergic Warnings: Dairy, Gluten
    Origin Country: N/A

"|breakfast|halal
72|" Arabic Cheese Bread (Khachapuri)
    Calories"|"73. Arabic Cheese Bread (Khachapuri)
    Calories: 350 per portion
    Servings: 2
    Allergic Warnings: Dairy, Gluten
    Origin Country: Middle East

"|breakfast|halal
73|" Vietnamese Banh Mi Sandwich
    Calories"|"74. Vietnamese Banh Mi Sandwich
    Calories: 400 per portion
    Servings: 1
    Allergic Warnings: Gluten, Soy
    Origin Country: Vietnam

"|breakfast|halal
74|" Blueberry Muffins
    Calories"|"75. Blueberry Muffins
    Calories: 200 per portion
    Servings: 6
    Allergic Warnings: Gluten, Dairy
    Origin Country: N/A

"|breakfast|halal
75|" Venezuelan Arepas
    Calories"|"76. Venezuelan Arepas
    Calories: 350 per portion
    Servings: 4
    Allergic Warnings: Gluten
    Origin Country: Venezuela

"|breakfast|halal
76|" Berry Spinach Smoothie
    Calories"|"77. Berry Spinach Smoothie
    Calories: 150 per portion
    Servings: 1
    Allergic Warnings: None
    Origin Country: N/A

"|breakfast|halal
77|" Turkish Börek with Cheese and Herbs
    Calories"|"78. Turkish Börek with Cheese and Herbs
    Calories: 300 per portion
    Servings: 4
    Allergic Warnings: Dairy, Gluten
    Origin Country: Turkey

"|breakfast|halal
78|" Mexican Huevos Divorciados
    Calories"|"79. Mexican Huevos Divorciados
    Calories: 400 per portion
    Servings: 2
    Allergic Warnings: None
    Origin Country: Mexico

"|breakfast|halal
79|" Lebanese Kaak with Sesame Seeds
    Calories"|"80. Lebanese Kaak with Sesame Seeds
    Calories: 250 per portion
    Servings: 4
    Allergic Warnings: Gluten, Sesame
    Origin Country: Lebanon

"|breakfast|halal
80|" English Crumpets with Butter and Jam
    Calories"|"81. English Crumpets with Butter and Jam
    Calories: 250 per portion
    Servings: 4
    Allergic Warnings: Dairy, Gluten
    Origin Country: United Kingdom

"|breakfast|halal
81|" Iranian Zaban (Ox Tongue) Sandwich
    Calories"|"82. Iranian Zaban (Ox Tongue) Sandwich
    Calories: 400 per portion
    Servings: 1
    Allergic Warnings: None
    Origin Country: Iran

"|breakfast|halal
82|" Dutch Boterkoek (Butter Cake)
    Calories"|"83. Dutch Boterkoek (Butter Cake)
    Calories: 350 per portion
    Servings: 8
    Allergic Warnings: Dairy, Gluten
    Origin Country: Netherlands

"|breakfast|halal
83|" Turkish Kaymak (Clotted Cream) with Honey
    Calories"|"84. Turkish Kaymak (Clotted Cream) with Honey
    Calories: 300 per portion
    Servings: 2
    Allergic Warnings: Dairy
    Origin Country: Turkey

"|breakfast|halal
84|" Spanish Magdalenas (Lemon Muffins)
    Calories"|"85. Spanish Magdalenas (Lemon Muffins)
    Calories: 200 per portion
    Servings: 8
    Allergic Warnings: Dairy, Gluten
    Origin Country: Spain

"|breakfast|halal
85|" Indonesian Martabak
    Calories"|"86. Indonesian Martabak
    Calories: 400 per portion
    Servings: 2
    Allergic Warnings: Gluten
    Origin Country: Indonesia

"|breakfast|halal
86|" Fig and Almond Overnight Oats
    Calories"|"87. Fig and Almond Overnight Oats
    Calories: 300 per portion
    Servings: 1
    Allergic Warnings: Nuts
    Origin Country: N/A

"|breakfast|halal
87|" Egyptian Shakshuka with Feta
    Calories"|"88. Egyptian Shakshuka with Feta
    Calories: 350 per portion
    Servings: 2
    Allergic Warnings: Dairy
    Origin Country: Egypt

"|breakfast|halal
88|" Italian Frittata with Potatoes and Herbs
    Calories"|"89. Italian Frittata with Potatoes and Herbs
    Calories: 300 per portion
    Servings: 2
    Allergic Warnings: None
    Origin Country: Italy

"|breakfast|halal
89|" Mediterranean Bruschetta
    Calories"|"90. Mediterranean Bruschetta
    Calories: 250 per portion
    Servings: 2
    Allergic Warnings: Gluten
    Origin Country: Italy

"|breakfast|halal
90|" French Crêpes with Nutella
    Calories"|"91. French Crêpes with Nutella
    Calories: 350 per portion
    Servings: 2
    Allergic Warnings: Dairy, Gluten
    Origin Country: France

"|breakfast|halal
91|" Middle Eastern Labneh with Pita Bread
    Calories"|"92. Middle Eastern Labneh with Pita Bread
    Calories: 200 per portion
    Servings: 4
    Allergic Warnings: Gluten, Dairy
    Origin Country: Middle East

"|breakfast|halal
92|" Cheesy Mushroom Omelette
    Calories"|"93. Cheesy Mushroom Omelette
    Calories: 300 per portion
    Servings: 1
    Allergic Warnings: Dairy
    Origin Country: N/A

"|breakfast|halal
93|" Iranian Baghlava (Pistachio Pastry)
    Calories"|"94. Iranian Baghlava (Pistachio Pastry)
    Calories: 400 per portion
    Servings: 6
    Allergic Warnings: Nuts, Gluten
    Origin Country: Iran

"|breakfast|halal
94|" Turkish Kumru Sandwich
    Calories"|"95. Turkish Kumru Sandwich
    Calories: 450 per portion
    Servings: 1
    Allergic Warnings: None
    Origin Country: Turkey

"|breakfast|halal
95|" Classical Arab Ful Medames
    Calories"|"96. Classical Arab Ful Medames
    Calories: 400 per portion
    Servings: 2
    Allergic Warnings: None
    Origin Country: Middle East

"|breakfast|halal
96|" Norwegian Pancakes (Sot Suppe)
    Calories"|"97. Norwegian Pancakes (Sot Suppe)
    Calories: 300 per portion
    Servings: 4
    Allergic Warnings: Dairy, Gluten
    Origin Country: Norway

"|breakfast|halal
97|" Lebanese Labneh Balls with Olive Oil and Za'atar
    Calories"|"98. Lebanese Labneh Balls with Olive Oil and Za'atar
    Calories: 200 per portion
    Servings: 4
    Allergic Warnings: Dairy
    Origin Country: Lebanon

"|breakfast|halal
98|" English Scones with Clotted Cream and Jam
    Calories"|"99. English Scones with Clotted Cream and Jam
    Calories: 350 per portion
    Servings: 4
    Allergic Warnings: Dairy, Gluten
    Origin Country: United Kingdom

"|breakfast|halal
99|" Moroccan Batbout Bread with Jam and Honey
     Calories"|"100. Moroccan Batbout Bread with Jam and Honey
     Calories: 300 per portion
     Servings: 4
     Allergic Warnings: Gluten
     Origin Country: Morocco

Please note that the calorie counts provided are estimated and may vary based on specific ingredients and preparation methods."|breakfast|halal
0| Oatmeal with banana and almond (200kcals per portion, 2 portions, nut allergies, origin|"1. Oatmeal with banana and almond (200kcals per portion, 2 portions, nut allergies, origin: United States)
"|breakfast|halal
1| Scrambled eggs with spinach and feta cheese (300kcals per portion, 2 portions, dairy allergies, origin|"2. Scrambled eggs with spinach and feta cheese (300kcals per portion, 2 portions, dairy allergies, origin: Greece)
"|breakfast|halal
2| Avocado toast with poached eggs (350kcals per portion, 2 portions, origin|"3. Avocado toast with poached eggs (350kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
3| Fruit smoothie bowl topped with granola (250kcals per portion, 2 portions, nut allergies, origin|"4. Fruit smoothie bowl topped with granola (250kcals per portion, 2 portions, nut allergies, origin: Brazil)
"|breakfast|halal
4| Shakshuka with bell peppers and tomatoes (400kcals per portion, 2 portions, origin|"5. Shakshuka with bell peppers and tomatoes (400kcals per portion, 2 portions, origin: Middle East)
"|breakfast|halal
5|" Cereal with milk and sliced strawberries (250kcals per portion, 1 portion, lactose allergies)
"|"6. Cereal with milk and sliced strawberries (250kcals per portion, 1 portion, lactose allergies)
"|breakfast|halal
6| Pancakes with maple syrup and blueberries (450kcals per portion, 2 portions, origin|"7. Pancakes with maple syrup and blueberries (450kcals per portion, 2 portions, origin: United States)
"|breakfast|halal
7| Turkish Menemen with eggs, tomatoes, and peppers (300kcals per portion, 2 portions, origin|"8. Turkish Menemen with eggs, tomatoes, and peppers (300kcals per portion, 2 portions, origin: Turkey)
"|breakfast|halal
8| Tofu scramble with vegetables (250kcals per portion, 2 portions, soy allergies, origin|"9. Tofu scramble with vegetables (250kcals per portion, 2 portions, soy allergies, origin: United States)
"|breakfast|halal
9| Cheese and beef sausage omelet (400kcals per portion, 2 portions, dairy allergies, origin|"10. Cheese and beef sausage omelet (400kcals per portion, 2 portions, dairy allergies, origin: France)
"|breakfast|halal
10| Greek yogurt parfait with mixed berries and honey (300kcals per portion, 1 portion, origin|"11. Greek yogurt parfait with mixed berries and honey (300kcals per portion, 1 portion, origin: Greece)
"|breakfast|halal
11| Breakfast burrito with scrambled eggs and avocado (500kcals per portion, 2 portions, origin|"12. Breakfast burrito with scrambled eggs and avocado (500kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
12| Sourdough toast with smoked salmon and cream cheese (350kcals per portion, 2 portions, dairy allergies, origin|"13. Sourdough toast with smoked salmon and cream cheese (350kcals per portion, 2 portions, dairy allergies, origin: United Kingdom)
"|breakfast|halal
13| Quiche Lorraine with bacon and cheese (450kcals per portion, 2 portions, pork allergies, origin|"14. Quiche Lorraine with bacon and cheese (450kcals per portion, 2 portions, pork allergies, origin: France)
"|breakfast|halal
14| Açai bowl topped with fruits and coconut flakes (400kcals per portion, 1 portion, origin|"15. Açai bowl topped with fruits and coconut flakes (400kcals per portion, 1 portion, origin: Brazil)
"|breakfast|halal
15| French toast with cinnamon and maple syrup (350kcals per portion, 2 portions, origin|"16. French toast with cinnamon and maple syrup (350kcals per portion, 2 portions, origin: France)
"|breakfast|halal
16| Huevos Rancheros with refried beans and salsa (400kcals per portion, 2 portions, origin|"17. Huevos Rancheros with refried beans and salsa (400kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
17| Veggie breakfast wrap with scrambled eggs (350kcals per portion, 2 portions, origin|"18. Veggie breakfast wrap with scrambled eggs (350kcals per portion, 2 portions, origin: United States)
"|breakfast|halal
18|" Miso soup with tofu and seaweed (200kcals per portion, 2 portions, soy allergies, Japan)
"|"19. Miso soup with tofu and seaweed (200kcals per portion, 2 portions, soy allergies, Japan)
"|breakfast|halal
19| Smoked turkey and cheese sandwich (450kcals per portion, 1 portion, turkey allergies, origin|"20. Smoked turkey and cheese sandwich (450kcals per portion, 1 portion, turkey allergies, origin: United States)
"|breakfast|halal
20| Grilled halloumi with tomatoes and cucumber (350kcals per portion, 2 portions, origin|"21. Grilled halloumi with tomatoes and cucumber (350kcals per portion, 2 portions, origin: Cyprus)
"|breakfast|halal
21|" Spinach and mushroom frittata (300kcals per portion, 2 portions)
"|"22. Spinach and mushroom frittata (300kcals per portion, 2 portions)
"|breakfast|halal
22| Chicken sausage and vegetable stir-fry (400kcals per portion, 2 portions, origin|"23. Chicken sausage and vegetable stir-fry (400kcals per portion, 2 portions, origin: China)
"|breakfast|halal
23|" Chia seed pudding with mixed berries (250kcals per portion, 2 portions)
"|"24. Chia seed pudding with mixed berries (250kcals per portion, 2 portions)
"|breakfast|halal
24| Belgian waffles with fresh fruit and whipped cream (500kcals per portion, 2 portions, origin|"25. Belgian waffles with fresh fruit and whipped cream (500kcals per portion, 2 portions, origin: Belgium)
"|breakfast|halal
25| Spanish tortilla with potato and onion (350kcals per portion, 2 portions, origin|"26. Spanish tortilla with potato and onion (350kcals per portion, 2 portions, origin: Spain)
"|breakfast|halal
26|" Yogurt and fruit smoothie with almond milk (300kcals per portion, 1 portion, nut allergies)
"|"27. Yogurt and fruit smoothie with almond milk (300kcals per portion, 1 portion, nut allergies)
"|breakfast|halal
27| Baked beans on toast (350kcals per portion, 2 portions, origin|"28. Baked beans on toast (350kcals per portion, 2 portions, origin: United Kingdom)
"|breakfast|halal
28| Turkish sesame bagel with cream cheese and olives (400kcals per portion, 1 portion, dairy allergies, origin|"29. Turkish sesame bagel with cream cheese and olives (400kcals per portion, 1 portion, dairy allergies, origin: Turkey)
"|breakfast|halal
29|" Spinach and feta pastry turnovers (300kcals per portion, 2 portions, dairy allergies)
"|"30. Spinach and feta pastry turnovers (300kcals per portion, 2 portions, dairy allergies)
"|breakfast|halal
30| Sweet potato and black bean breakfast tacos (350kcals per portion, 2 portions, origin|"31. Sweet potato and black bean breakfast tacos (350kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
31|" Coconut chia pudding with mango (250kcals per portion, 2 portions)
"|"32. Coconut chia pudding with mango (250kcals per portion, 2 portions)
"|breakfast|halal
32|" Eggs Benedict with ham and hollandaise sauce (500kcals per portion, 2 portions)
"|"33. Eggs Benedict with ham and hollandaise sauce (500kcals per portion, 2 portions)
"|breakfast|halal
33| Russian syrniki (cottage cheese pancakes) with sour cream (400kcals per portion, 2 portions, dairy allergies, origin|"34. Russian syrniki (cottage cheese pancakes) with sour cream (400kcals per portion, 2 portions, dairy allergies, origin: Russia)
"|breakfast|halal
34| Baguette with brie and prosciutto (450kcals per portion, 1 portion, pork allergies, origin|"35. Baguette with brie and prosciutto (450kcals per portion, 1 portion, pork allergies, origin: France)
"|breakfast|halal
35| Nigerian akara (bean fritters) with tomato sauce (350kcals per portion, 2 portions, origin|"36. Nigerian akara (bean fritters) with tomato sauce (350kcals per portion, 2 portions, origin: Nigeria)
"|breakfast|halal
36|" Breakfast quesadilla with eggs, cheese, and vegetables (450kcals per portion, 2 portions)
"|"37. Breakfast quesadilla with eggs, cheese, and vegetables (450kcals per portion, 2 portions)
"|breakfast|halal
37|" Zucchini and carrot muffins (300kcals per portion, 2 portions)
"|"38. Zucchini and carrot muffins (300kcals per portion, 2 portions)
"|breakfast|halal
38| Moroccan msemen (folded pancakes) with honey (350kcals per portion, 2 portions, origin|"39. Moroccan msemen (folded pancakes) with honey (350kcals per portion, 2 portions, origin: Morocco)
"|breakfast|halal
39|" Chicken and vegetable stuffed crepes (400kcals per portion, 2 portions)
"|"40. Chicken and vegetable stuffed crepes (400kcals per portion, 2 portions)
"|breakfast|halal
40|" Vegan overnight oats with almond milk and berries (250kcals per portion, 2 portions, nut allergies)
"|"41. Vegan overnight oats with almond milk and berries (250kcals per portion, 2 portions, nut allergies)
"|breakfast|halal
41| English crumpets with butter and jam (350kcals per portion, 2 portions, dairy allergies, origin|"42. English crumpets with butter and jam (350kcals per portion, 2 portions, dairy allergies, origin: United Kingdom)
"|breakfast|halal
42| Italian caprese frittata with tomatoes, mozzarella, and basil (400kcals per portion, 2 portions, origin|"43. Italian caprese frittata with tomatoes, mozzarella, and basil (400kcals per portion, 2 portions, origin: Italy)
"|breakfast|halal
43| Moroccan mint tea with almond cookies (300kcals per portion, 2 portions, nut allergies, origin|"44. Moroccan mint tea with almond cookies (300kcals per portion, 2 portions, nut allergies, origin: Morocco)
"|breakfast|halal
44|" Muesli with yogurt and mixed fruits (350kcals per portion, 1 portion)
"|"45. Muesli with yogurt and mixed fruits (350kcals per portion, 1 portion)
"|breakfast|halal
45|" Vegan breakfast sandwich with tempeh and avocado (450kcals per portion, 2 portions)
"|"46. Vegan breakfast sandwich with tempeh and avocado (450kcals per portion, 2 portions)
"|breakfast|halal
46| Egyptian ful medames (fava bean dish) with olive oil and lemon (300kcals per portion, 2 portions, origin|"47. Egyptian ful medames (fava bean dish) with olive oil and lemon (300kcals per portion, 2 portions, origin: Egypt)
"|breakfast|halal
47|" Almond butter and banana smoothie (250kcals per portion, 1 portion, nut allergies)
"|"48. Almond butter and banana smoothie (250kcals per portion, 1 portion, nut allergies)
"|breakfast|halal
48| Hawaiian loco moco with beef patty, rice, and egg (500kcals per portion, 2 portions, origin|"49. Hawaiian loco moco with beef patty, rice, and egg (500kcals per portion, 2 portions, origin: Hawaii)
"|breakfast|halal
49| Pakistani spicy omelet with onions and green chilies (350kcals per portion, 2 portions, origin|"50. Pakistani spicy omelet with onions and green chilies (350kcals per portion, 2 portions, origin: Pakistan)
"|breakfast|halal
50| Dutch baby pancake with lemon and powdered sugar (400kcals per portion, 2 portions, origin|"51. Dutch baby pancake with lemon and powdered sugar (400kcals per portion, 2 portions, origin: Netherlands)
"|breakfast|halal
51| Thai coconut rice pudding with mango (300kcals per portion, 2 portions, origin|"52. Thai coconut rice pudding with mango (300kcals per portion, 2 portions, origin: Thailand)
"|breakfast|halal
52| Lebanese manakish (flatbread) with za'atar and olive oil (350kcals per portion, 2 portions, origin|"53. Lebanese manakish (flatbread) with za'atar and olive oil (350kcals per portion, 2 portions, origin: Lebanon)
"|breakfast|halal
53|" Apple cinnamon baked oatmeal (400kcals per portion, 2 portions)
"|"54. Apple cinnamon baked oatmeal (400kcals per portion, 2 portions)
"|breakfast|halal
54| Mexican chilaquiles with salsa verde and cheese (450kcals per portion, 2 portions, origin|"55. Mexican chilaquiles with salsa verde and cheese (450kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
55| Greek spanakopita (spinach pie) with phyllo dough (350kcals per portion, 2 portions, origin|"56. Greek spanakopita (spinach pie) with phyllo dough (350kcals per portion, 2 portions, origin: Greece)
"|breakfast|halal
56| Vietnamese banh mi sandwich with eggs, pickled carrots, and cilantro (500kcals per portion, 2 portions, origin|"57. Vietnamese banh mi sandwich with eggs, pickled carrots, and cilantro (500kcals per portion, 2 portions, origin: Vietnam)
"|breakfast|halal
57| South African boerewors sausage with tomato chutney (400kcals per portion, 2 portions, origin|"58. South African boerewors sausage with tomato chutney (400kcals per portion, 2 portions, origin: South Africa)
"|breakfast|halal
58| Indian masala dosa with chutney and sambar (350kcals per portion, 2 portions, origin|"59. Indian masala dosa with chutney and sambar (350kcals per portion, 2 portions, origin: India)
"|breakfast|halal
59| Norwegian smoked salmon and cream cheese bagel (450kcals per portion, 1 portion, origin|"60. Norwegian smoked salmon and cream cheese bagel (450kcals per portion, 1 portion, origin: Norway)
"|breakfast|halal
60| Malaysian roti canai with curry dipping sauce (400kcals per portion, 2 portions, origin|"61. Malaysian roti canai with curry dipping sauce (400kcals per portion, 2 portions, origin: Malaysia)
"|breakfast|halal
61| American biscuits and gravy with sausage (500kcals per portion, 2 portions, pork allergies, origin|"62. American biscuits and gravy with sausage (500kcals per portion, 2 portions, pork allergies, origin: United States)
"|breakfast|halal
62| Spanish hot chocolate with churros (450kcals per portion, 2 portions, origin|"63. Spanish hot chocolate with churros (450kcals per portion, 2 portions, origin: Spain)
"|breakfast|halal
63| Indonesian nasi goreng (fried rice) with chicken and vegetables (400kcals per portion, 2 portions, origin|"64. Indonesian nasi goreng (fried rice) with chicken and vegetables (400kcals per portion, 2 portions, origin: Indonesia)
"|breakfast|halal
64| Ethiopian injera (sourdough flatbread) with lentil stew (350kcals per portion, 2 portions, origin|"65. Ethiopian injera (sourdough flatbread) with lentil stew (350kcals per portion, 2 portions, origin: Ethiopia)
"|breakfast|halal
65| Egyptian hawawshi (meat-stuffed pita) with ground beef and spices (450kcals per portion, 2 portions, origin|"66. Egyptian hawawshi (meat-stuffed pita) with ground beef and spices (450kcals per portion, 2 portions, origin: Egypt)
"|breakfast|halal
66| Syrian cheese and za'atar flatbread (350kcals per portion, 2 portions, origin|"67. Syrian cheese and za'atar flatbread (350kcals per portion, 2 portions, origin: Syria)
"|breakfast|halal
67| Jamaican ackee and saltfish with fried plantains (400kcals per portion, 2 portions, origin|"68. Jamaican ackee and saltfish with fried plantains (400kcals per portion, 2 portions, origin: Jamaica)
"|breakfast|halal
68| Filipino champorado (chocolate rice porridge) with dried fish (350kcals per portion, 2 portions, origin|"69. Filipino champorado (chocolate rice porridge) with dried fish (350kcals per portion, 2 portions, origin: Philippines)
"|breakfast|halal
69| Brazilian pão de queijo (cheese bread) with coffee (300kcals per portion, 2 portions, dairy allergies, origin|"70. Brazilian pão de queijo (cheese bread) with coffee (300kcals per portion, 2 portions, dairy allergies, origin: Brazil)
"|breakfast|halal
70| Korean kimchi fried rice with sunny-side-up eggs (450kcals per portion, 2 portions, origin|"71. Korean kimchi fried rice with sunny-side-up eggs (450kcals per portion, 2 portions, origin: South Korea)
"|breakfast|halal
71| Lebanese shakshouka with tomatoes, peppers, and eggs (400kcals per portion, 2 portions, origin|"72. Lebanese shakshouka with tomatoes, peppers, and eggs (400kcals per portion, 2 portions, origin: Lebanon)
"|breakfast|halal
72| French croissant with ham and cheese (450kcals per portion, 1 portion, pork allergies, origin|"73. French croissant with ham and cheese (450kcals per portion, 1 portion, pork allergies, origin: France)
"|breakfast|halal
73| Thai mango sticky rice (400kcals per portion, 2 portions, origin|"74. Thai mango sticky rice (400kcals per portion, 2 portions, origin: Thailand)
"|breakfast|halal
74| Mexican sopes with refried beans and salsa (350kcals per portion, 2 portions, origin|"75. Mexican sopes with refried beans and salsa (350kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
75| Tunisian brik (stuffed pastry) with tuna and egg (450kcals per portion, 2 portions, origin|"76. Tunisian brik (stuffed pastry) with tuna and egg (450kcals per portion, 2 portions, origin: Tunisia)
"|breakfast|halal
76| Polish scrambled eggs with kielbasa and sauerkraut (400kcals per portion, 2 portions, pork allergies, origin|"77. Polish scrambled eggs with kielbasa and sauerkraut (400kcals per portion, 2 portions, pork allergies, origin: Poland)
"|breakfast|halal
77| Israeli shakshuka with eggplant and tahini (350kcals per portion, 2 portions, origin|"78. Israeli shakshuka with eggplant and tahini (350kcals per portion, 2 portions, origin: Israel)
"|breakfast|halal
78| Vietnamese pho noodle soup with beef (500kcals per portion, 2 portions, origin|"79. Vietnamese pho noodle soup with beef (500kcals per portion, 2 portions, origin: Vietnam)
"|breakfast|halal
79| Scottish porridge with honey and berries (350kcals per portion, 2 portions, origin|"80. Scottish porridge with honey and berries (350kcals per portion, 2 portions, origin: Scotland)
"|breakfast|halal
80| Mexican gorditas with beans, cheese, and salsa (450kcals per portion, 2 portions, origin|"81. Mexican gorditas with beans, cheese, and salsa (450kcals per portion, 2 portions, origin: Mexico)
"|breakfast|halal
81| Indian idli with coconut chutney and sambar (400kcals per portion, 2 portions, origin|"82. Indian idli with coconut chutney and sambar (400kcals per portion, 2 portions, origin: India)
"|breakfast|halal
82| Jamaican cornmeal porridge with cinnamon and nutmeg (350kcals per portion, 2 portions, origin|"83. Jamaican cornmeal porridge with cinnamon and nutmeg (350kcals per portion, 2 portions, origin: Jamaica)
"|breakfast|halal
83| Turkish simit (sesame bread) with cream cheese and olives (450kcals per portion, 1 portion, dairy allergies, origin|"84. Turkish simit (sesame bread) with cream cheese and olives (450kcals per portion, 1 portion, dairy allergies, origin: Turkey)
"|breakfast|halal
84| Chinese congee with chicken and ginger (400kcals per portion, 2 portions, origin|"85. Chinese congee with chicken and ginger (400kcals per portion, 2 portions, origin: China)
"|breakfast|halal
85| Italian ciambella (simple breakfast cake) with coffee (350kcals per portion, 2 portions, origin|"86. Italian ciambella (simple breakfast cake) with coffee (350kcals per portion, 2 portions, origin: Italy)
"|breakfast|halal
86| Nigerian moi moi (steamed bean pudding) with fish (450kcals per portion, 2 portions, origin|"87. Nigerian moi moi (steamed bean pudding) with fish (450kcals per portion, 2 portions, origin: Nigeria)
"|breakfast|halal
87| Filipino longganisa sausage with garlic rice and fried egg (500kcals per portion, 2 portions, origin|"88. Filipino longganisa sausage with garlic rice and fried egg (500kcals per portion, 2 portions, origin: Philippines)
"|breakfast|halal
88| Hungarian pogácsa (cheese biscuits) with tea (400kcals per portion, 2 portions, origin|"89. Hungarian pogácsa (cheese biscuits) with tea (400kcals per portion, 2 portions, origin: Hungary)
"|breakfast|halal
89| English full breakfast with bacon, sausages, eggs, beans, mushrooms, and toast (500kcals per portion, 2 portions, pork allergies, origin|"90. English full breakfast with bacon, sausages, eggs, beans, mushrooms, and toast (500kcals per portion, 2 portions, pork allergies, origin: United Kingdom)
"|breakfast|halal
