|title|raw_text|meal_type|cultural_restriction|calories|allergies|recipeId
4580| Lemon Asparagus Pasta - 350 calories/portion, 2 portions, Origin|"81. Lemon Asparagus Pasta - 350 calories/portion, 2 portions, Origin: Unknown
"|dinner|vegetarian|350.0||food_4580
4581| Vegetable Biryani - 300 calories/portion, 4 portions, Origin|"82. Vegetable Biryani - 300 calories/portion, 4 portions, Origin: India
"|dinner|vegetarian|300.0||food_4581
4582| Mexican Quinoa Stuffed Zucchini - 400 calories/portion, 4 portions, Origin|"83. Mexican Quinoa Stuffed Zucchini - 400 calories/portion, 4 portions, Origin: Mexico
"|dinner|vegetarian|400.0||food_4582
4583| Stuffed Acorn Squash - 200 calories/portion, 4 portions, Origin|"84. Stuffed Acorn Squash - 200 calories/portion, 4 portions, Origin: Unknown
"|dinner|vegetarian|200.0||food_4583
4584| Chickpea Salad - 350 calories/portion, 4 portions, Origin|"85. Chickpea Salad - 350 calories/portion, 4 portions, Origin: Unknown
"|dinner|vegetarian|350.0||food_4584
4585| Spinach and Ricotta Stuffed Mushrooms - 250 calories/portion, 4 portions, Origin|"86. Spinach and Ricotta Stuffed Mushrooms - 250 calories/portion, 4 portions, Origin: Unknown
"|dinner|vegetarian|250.0||food_4585
4586| Veggie Fajita Bowls - 400 calories/portion, 4 portions, Origin|"87. Veggie Fajita Bowls - 400 calories/portion, 4 portions, Origin: Mexico
"|dinner|vegetarian|400.0||food_4586
4587| Greek Pasta Salad - 350 calories/portion, 4 portions, Origin|"88. Greek Pasta Salad - 350 calories/portion, 4 portions, Origin: Greece
"|dinner|vegetarian|350.0||food_4587
4588| Mediterranean Stuffed Eggplant - 300 calories/portion, 2 portions, Origin|"89. Mediterranean Stuffed Eggplant - 300 calories/portion, 2 portions, Origin: Unknown
"|dinner|vegetarian|300.0||food_4588
4589| Veggie Sushi Bowl - 400 calories/portion, 2 portions, Origin|"90. Veggie Sushi Bowl - 400 calories/portion, 2 portions, Origin: Japan

"|dinner|vegetarian|400.0||food_4589
4590| Quinoa Stuffed Bell Peppers with Cheese - 350 calories/portion, 4 portions, Origin|"91. Quinoa Stuffed Bell Peppers with Cheese - 350 calories/portion, 4 portions, Origin: Unknown
"|dinner|vegetarian|350.0||food_4590
4591| Sweet Potato and Chickpea Curry - 300 calories/portion, 4 portions, Origin|"92. Sweet Potato and Chickpea Curry - 300 calories/portion, 4 portions, Origin: Unknown
"|dinner|vegetarian|300.0||food_4591
4592| Veggie Enchilada Casserole - 400 calories/portion, 4 portions, Origin|"93. Veggie Enchilada Casserole - 400 calories/portion, 4 portions, Origin: Mexico
"|dinner|vegetarian|400.0||food_4592
4593| Caprese Stuffed Zucchini - 250 calories/portion, 4 portions, Origin|"94. Caprese Stuffed Zucchini - 250 calories/portion, 4 portions, Origin: Italy
"|dinner|vegetarian|250.0||food_4593
4594| Ratatouille Pasta Bake - 350 calories/portion, 4 portions, Origin|"95. Ratatouille Pasta Bake - 350 calories/portion, 4 portions, Origin: France
"|dinner|vegetarian|350.0||food_4594
4595| Black Bean and Spinach Quesadillas - 400 calories/portion, 4 portions, Origin|"96. Black Bean and Spinach Quesadillas - 400 calories/portion, 4 portions, Origin: Mexico
"|dinner|vegetarian|400.0||food_4595
4596| Eggplant and Tomato Gratin - 200 calories/portion, 2 portions, Origin|"97. Eggplant and Tomato Gratin - 200 calories/portion, 2 portions, Origin: Unknown
"|dinner|vegetarian|200.0||food_4596
4597| Mexican Rice Stuffed Peppers - 350 calories/portion, 4 portions, Origin|"98. Mexican Rice Stuffed Peppers - 350 calories/portion, 4 portions, Origin: Mexico
"|dinner|vegetarian|350.0||food_4597
4598| Greek Stuffed Tomatoes - 300 calories/portion, 4 portions, Origin|"99. Greek Stuffed Tomatoes - 300 calories/portion, 4 portions, Origin: Greece
"|dinner|vegetarian|300.0||food_4598
4599| Quinoa Stuffed Mushrooms with Feta - 400 calories/portion, 4 portions, Origin|"100. Quinoa Stuffed Mushrooms with Feta - 400 calories/portion, 4 portions, Origin: Unknown
	

Please note that the calorie and portion information provided are estimates and can vary based on ingredients and cooking methods. When preparing these recipes, always refer to the specific measurements and instructions provided in the recipe itself."|dinner|vegetarian|400.0||food_4599
4600|" Lentil Curry
Calories per portion"|"1. Lentil Curry
Calories per portion: 200
Total portions: 4
Allergic warnings: None
Origin: India

"|dinner|vegetarian|-1.0||food_4600
4601|" Caprese Salad
Calories per portion"|"2. Caprese Salad
Calories per portion: 150
Total portions: 2
Allergic warnings: Dairy (mozzarella)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4601
4602|" Vegetable Stir-Fry
Calories per portion"|"3. Vegetable Stir-Fry
Calories per portion: 250
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4602
4603|" Black Bean Enchiladas
Calories per portion"|"4. Black Bean Enchiladas
Calories per portion: 400
Total portions: 4
Allergic warnings: Dairy (cheese)
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4603
4604|" Greek Salad
Calories per portion"|"5. Greek Salad
Calories per portion: 300
Total portions: 2
Allergic warnings: Dairy (feta)
Origin: Greece

"|dinner|vegetarian|-1.0||food_4604
4605|" Chickpea Curry
Calories per portion"|"6. Chickpea Curry
Calories per portion: 300
Total portions: 4
Allergic warnings: None
Origin: India

"|dinner|vegetarian|-1.0||food_4605
4606|" Ratatouille
Calories per portion"|"7. Ratatouille
Calories per portion: 200
Total portions: 4
Allergic warnings: None
Origin: France

"|dinner|vegetarian|-1.0||food_4606
4607|" Sweet Potato Quinoa Bowl
Calories per portion"|"8. Sweet Potato Quinoa Bowl
Calories per portion: 450
Total portions: 2
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4607
4608|" Spinach and Feta Stuffed Peppers
Calories per portion"|"9. Spinach and Feta Stuffed Peppers
Calories per portion: 350
Total portions: 4
Allergic warnings: Dairy (feta)
Origin: Greece

"|dinner|vegetarian|-1.0||food_4608
4609|" Vegetarian Sushi
Calories per portion"|"10. Vegetarian Sushi
Calories per portion: 250
Total portions: 4
Allergic warnings: None
Origin: Japan

"|dinner|vegetarian|-1.0||food_4609
4610|" Veggie Burger with Sweet Potato Fries
Calories per portion"|"11. Veggie Burger with Sweet Potato Fries
Calories per portion: 500
Total portions: 2
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4610
4611|" Coconut Curry with Tofu
Calories per portion"|"12. Coconut Curry with Tofu
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Thailand

"|dinner|vegetarian|-1.0||food_4611
4612|" Eggplant Parmesan
Calories per portion"|"13. Eggplant Parmesan
Calories per portion: 450
Total portions: 4
Allergic warnings: Dairy (parmesan)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4612
4613|" Quinoa and Black Bean Salad
Calories per portion"|"14. Quinoa and Black Bean Salad
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4613
4614|" Spinach and Ricotta Stuffed Shells
Calories per portion"|"15. Spinach and Ricotta Stuffed Shells
Calories per portion: 350
Total portions: 4
Allergic warnings: Dairy (ricotta)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4614
4615|" Vegetarian Pad Thai
Calories per portion"|"16. Vegetarian Pad Thai
Calories per portion: 500
Total portions: 2
Allergic warnings: Peanuts
Origin: Thailand

"|dinner|vegetarian|-1.0||food_4615
4616|" Lentil Shepherd's Pie
Calories per portion"|"17. Lentil Shepherd's Pie
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United Kingdom

"|dinner|vegetarian|-1.0||food_4616
4617|" Cucumber and Avocado Sushi Rolls
Calories per portion"|"18. Cucumber and Avocado Sushi Rolls
Calories per portion: 300
Total portions: 4
Allergic warnings: None
Origin: Japan

"|dinner|vegetarian|-1.0||food_4617
4618|" Halloumi and Vegetable Skewers
Calories per portion"|"19. Halloumi and Vegetable Skewers
Calories per portion: 300
Total portions: 2
Allergic warnings: Dairy (halloumi)
Origin: Cyprus

"|dinner|vegetarian|-1.0||food_4618
4619|" Veggie Tikka Masala
Calories per portion"|"20. Veggie Tikka Masala
Calories per portion: 500
Total portions: 4
Allergic warnings: None
Origin: India

"|dinner|vegetarian|-1.0||food_4619
4620|" Zucchini Noodles with Pesto
Calories per portion"|"21. Zucchini Noodles with Pesto
Calories per portion: 250
Total portions: 2
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4620
4621|" Moroccan Chickpea Stew
Calories per portion"|"22. Moroccan Chickpea Stew
Calories per portion: 300
Total portions: 4
Allergic warnings: None
Origin: Morocco

"|dinner|vegetarian|-1.0||food_4621
4622|" Vegetable Fried Rice
Calories per portion"|"23. Vegetable Fried Rice
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4622
4623|" Tomato and Basil Bruschetta
Calories per portion"|"24. Tomato and Basil Bruschetta
Calories per portion: 200
Total portions: 4
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4623
4624|" Stuffed Portobello Mushrooms
Calories per portion"|"25. Stuffed Portobello Mushrooms
Calories per portion: 300
Total portions: 2
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4624
4625|" Pasta Primavera
Calories per portion"|"26. Pasta Primavera
Calories per portion: 450
Total portions: 2
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4625
4626|" Mexican Stuffed Peppers
Calories per portion"|"27. Mexican Stuffed Peppers
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4626
4627|" Spinach and Artichoke Dip
Calories per portion"|"28. Spinach and Artichoke Dip
Calories per portion: 200
Total portions: 4
Allergic warnings: Dairy
Origin: United States

"|dinner|vegetarian|-1.0||food_4627
4628|" Butternut Squash Ravioli
Calories per portion"|"29. Butternut Squash Ravioli
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4628
4629|" Vegetarian Chili
Calories per portion"|"30. Vegetarian Chili
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4629
4630|" Spinach and Mushroom Frittata
Calories per portion"|"31. Spinach and Mushroom Frittata
Calories per portion: 250
Total portions: 2
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4630
4631|" Greek Moussaka
Calories per portion"|"32. Greek Moussaka
Calories per portion: 450
Total portions: 4
Allergic warnings: Dairy (cheese and bechamel)
Origin: Greece

"|dinner|vegetarian|-1.0||food_4631
4632|" Quinoa-Stuffed Bell Peppers
Calories per portion"|"33. Quinoa-Stuffed Bell Peppers
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4632
4633|" Teriyaki Tofu Stir-Fry
Calories per portion"|"34. Teriyaki Tofu Stir-Fry
Calories per portion: 300
Total portions: 2
Allergic warnings: Soy
Origin: Japan

"|dinner|vegetarian|-1.0||food_4633
4634|" Falafel Wrap
Calories per portion"|"35. Falafel Wrap
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: Middle East

"|dinner|vegetarian|-1.0||food_4634
4635|" Eggplant Rollatini
Calories per portion"|"36. Eggplant Rollatini
Calories per portion: 400
Total portions: 4
Allergic warnings: Dairy (ricotta and mozzarella)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4635
4636|" Vegetable Biryani
Calories per portion"|"37. Vegetable Biryani
Calories per portion: 500
Total portions: 4
Allergic warnings: None
Origin: India

"|dinner|vegetarian|-1.0||food_4636
4637|" Margherita Pizza
Calories per portion"|"38. Margherita Pizza
Calories per portion: 300
Total portions: 2
Allergic warnings: Dairy (cheese)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4637
4638|" Chili Lime Quinoa Salad
Calories per portion"|"39. Chili Lime Quinoa Salad
Calories per portion: 300
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4638
4639|" Spanakopita (Greek Spinach Pie)
Calories per portion"|"40. Spanakopita (Greek Spinach Pie)
Calories per portion: 350
Total portions: 4
Allergic warnings: Dairy (feta)
Origin: Greece

"|dinner|vegetarian|-1.0||food_4639
4640|" Mexican Quinoa Stuffed Sweet Potatoes
Calories per portion"|"41. Mexican Quinoa Stuffed Sweet Potatoes
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4640
4641|" Mushroom Risotto
Calories per portion"|"42. Mushroom Risotto
Calories per portion: 450
Total portions: 2
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4641
4642|" Vegetarian Paella
Calories per portion"|"43. Vegetarian Paella
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Spain

"|dinner|vegetarian|-1.0||food_4642
4643|" Portobello Mushroom Burger
Calories per portion"|"44. Portobello Mushroom Burger
Calories per portion: 500
Total portions: 2
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4643
4644|" Chickpea and Vegetable Coconut Curry
Calories per portion"|"45. Chickpea and Vegetable Coconut Curry
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Thailand

"|dinner|vegetarian|-1.0||food_4644
4645|" Avocado Pesto Pasta
Calories per portion"|"46. Avocado Pesto Pasta
Calories per portion: 450
Total portions: 2
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4645
4646|" Vegetable Pot Pie
Calories per portion"|"47. Vegetable Pot Pie
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4646
4647|" Quinoa Stuffed Mushrooms
Calories per portion"|"48. Quinoa Stuffed Mushrooms
Calories per portion: 300
Total portions: 2
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4647
4648|" Egg Fried Rice
Calories per portion"|"49. Egg Fried Rice
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4648
4649|" Mexican Quinoa Salad
Calories per portion"|"50. Mexican Quinoa Salad
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4649
4650|" Spinach and Feta Stuffed Mushrooms
Calories per portion"|"51. Spinach and Feta Stuffed Mushrooms
Calories per portion: 300
Total portions: 2
Allergic warnings: Dairy (feta)
Origin: Greece

"|dinner|vegetarian|-1.0||food_4650
4651|" Vegetarian Bibimbap
Calories per portion"|"52. Vegetarian Bibimbap
Calories per portion: 500
Total portions: 2
Allergic warnings: None
Origin: Korea

"|dinner|vegetarian|-1.0||food_4651
4652|" Quinoa-Stuffed Zucchini Boats
Calories per portion"|"53. Quinoa-Stuffed Zucchini Boats
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4652
4653|" Tofu Teriyaki Lettuce Wraps
Calories per portion"|"54. Tofu Teriyaki Lettuce Wraps
Calories per portion: 300
Total portions: 2
Allergic warnings: Soy
Origin: Japan

"|dinner|vegetarian|-1.0||food_4653
4654|" Lentil Burgers
Calories per portion"|"55. Lentil Burgers
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4654
4655|" Greek Spanakopita Stuffed Peppers
Calories per portion"|"56. Greek Spanakopita Stuffed Peppers
Calories per portion: 350
Total portions: 4
Allergic warnings: Dairy (feta)
Origin: Greece

"|dinner|vegetarian|-1.0||food_4655
4656|" Vegetable Ramen Noodles
Calories per portion"|"57. Vegetable Ramen Noodles
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: Japan

"|dinner|vegetarian|-1.0||food_4656
4657|" Caprese Stuffed Portobello Mushrooms
Calories per portion"|"58. Caprese Stuffed Portobello Mushrooms
Calories per portion: 300
Total portions: 2
Allergic warnings: Dairy (mozzarella)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4657
4658|" Quinoa Black Bean Burgers
Calories per portion"|"59. Quinoa Black Bean Burgers
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4658
4659|" Stuffed Cabbage Rolls
Calories per portion"|"60. Stuffed Cabbage Rolls
Calories per portion: 450
Total portions: 4
Allergic warnings: None
Origin: Various countries

"|dinner|vegetarian|-1.0||food_4659
4660|" Thai Red Curry with Vegetables
Calories per portion"|"61. Thai Red Curry with Vegetables
Calories per portion: 500
Total portions: 4
Allergic warnings: None
Origin: Thailand

"|dinner|vegetarian|-1.0||food_4660
4661|" Caprese Pasta Salad
Calories per portion"|"62. Caprese Pasta Salad
Calories per portion: 350
Total portions: 4
Allergic warnings: Dairy (mozzarella)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4661
4662|" Mexican Quinoa Stuffed Peppers
Calories per portion"|"63. Mexican Quinoa Stuffed Peppers
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4662
4663|" Spinach and Mushroom Lasagna
Calories per portion"|"64. Spinach and Mushroom Lasagna
Calories per portion: 450
Total portions: 4
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4663
4664|" Veggie Bibimbap Bowl
Calories per portion"|"65. Veggie Bibimbap Bowl
Calories per portion: 500
Total portions: 2
Allergic warnings: None
Origin: Korea

"|dinner|vegetarian|-1.0||food_4664
4665|" Quinoa and Lentil Salad
Calories per portion"|"66. Quinoa and Lentil Salad
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: Various countries

"|dinner|vegetarian|-1.0||food_4665
4666|" Cauliflower Fried Rice
Calories per portion"|"67. Cauliflower Fried Rice
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4666
4667|" Mexican Street Corn Salad
Calories per portion"|"68. Mexican Street Corn Salad
Calories per portion: 300
Total portions: 4
Allergic warnings: Dairy (cheese)
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4667
4668|" Lentil Mushroom Burgers
Calories per portion"|"69. Lentil Mushroom Burgers
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4668
4669|" Greek Orzo Salad
Calories per portion"|"70. Greek Orzo Salad
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: Greece

"|dinner|vegetarian|-1.0||food_4669
4670|" Tofu Pad Thai
Calories per portion"|"71. Tofu Pad Thai
Calories per portion: 500
Total portions: 2
Allergic warnings: Peanuts
Origin: Thailand

"|dinner|vegetarian|-1.0||food_4670
4671|" Quinoa Stuffed Bell Peppers
Calories per portion"|"72. Quinoa Stuffed Bell Peppers
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4671
4672|" Vegetable Tempura
Calories per portion"|"73. Vegetable Tempura
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: Japan

"|dinner|vegetarian|-1.0||food_4672
4673|" Falafel Salad
Calories per portion"|"74. Falafel Salad
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: Middle East

"|dinner|vegetarian|-1.0||food_4673
4674|" Mushroom and Spinach Quiche
Calories per portion"|"75. Mushroom and Spinach Quiche
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: France

"|dinner|vegetarian|-1.0||food_4674
4675|" Veggie Tacos
Calories per portion"|"76. Veggie Tacos
Calories per portion: 300
Total portions: 4
Allergic warnings: None
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4675
4676|" Spinach and Artichoke Stuffed Mushrooms
Calories per portion"|"77. Spinach and Artichoke Stuffed Mushrooms
Calories per portion: 300
Total portions: 2
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4676
4677|" Vegan Pad Thai
Calories per portion"|"78. Vegan Pad Thai
Calories per portion: 500
Total portions: 2
Allergic warnings: Peanuts
Origin: Thailand

"|dinner|vegetarian|-1.0||food_4677
4678|" Quinoa Stuffed Acorn Squash
Calories per portion"|"79. Quinoa Stuffed Acorn Squash
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4678
4679|" Vegetarian Sushi Bowl
Calories per portion"|"80. Vegetarian Sushi Bowl
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: Japan

"|dinner|vegetarian|-1.0||food_4679
4680|" Moroccan Couscous Salad
Calories per portion"|"81. Moroccan Couscous Salad
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Morocco

"|dinner|vegetarian|-1.0||food_4680
4681|" Vegetable Lo Mein
Calories per portion"|"82. Vegetable Lo Mein
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4681
4682|" Bruschetta Pasta
Calories per portion"|"83. Bruschetta Pasta
Calories per portion: 450
Total portions: 2
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4682
4683|" Stuffed Bell Peppers with Quinoa and Black Beans
Calories per portion"|"84. Stuffed Bell Peppers with Quinoa and Black Beans
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4683
4684|" Spinach and Feta Stuffed Tomatoes
Calories per portion"|"85. Spinach and Feta Stuffed Tomatoes
Calories per portion: 300
Total portions: 2
Allergic warnings: Dairy (feta)
Origin: Greece

"|dinner|vegetarian|-1.0||food_4684
4685|" Vegetarian Bibimbap Bowl
Calories per portion"|"86. Vegetarian Bibimbap Bowl
Calories per portion: 500
Total portions: 2
Allergic warnings: None
Origin: Korea

"|dinner|vegetarian|-1.0||food_4685
4686|" Quinoa-Stuffed Portobello Mushrooms
Calories per portion"|"87. Quinoa-Stuffed Portobello Mushrooms
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4686
4687|" Vegetarian Ramen Noodles
Calories per portion"|"88. Vegetarian Ramen Noodles
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: Japan

"|dinner|vegetarian|-1.0||food_4687
4688|" Butternut Squash Tacos
Calories per portion"|"89. Butternut Squash Tacos
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4688
4689|" Greek Orzo Soup
Calories per portion"|"90. Greek Orzo Soup
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Greece

"|dinner|vegetarian|-1.0||food_4689
4690|" Tofu and Vegetable Stir-Fry
Calories per portion"|"91. Tofu and Vegetable Stir-Fry
Calories per portion: 300
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4690
4691|" Quinoa and Black Bean Burritos
Calories per portion"|"92. Quinoa and Black Bean Burritos
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: United States

"|dinner|vegetarian|-1.0||food_4691
4692|" Mushroom Bolognese with Zucchini Noodles
Calories per portion"|"93. Mushroom Bolognese with Zucchini Noodles
Calories per portion: 450
Total portions: 2
Allergic warnings: None
Origin: Italy

"|dinner|vegetarian|-1.0||food_4692
4693|" Veggie Fried Rice
Calories per portion"|"94. Veggie Fried Rice
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4693
4694|" Mexican Quinoa Burrito Bowl
Calories per portion"|"95. Mexican Quinoa Burrito Bowl
Calories per portion: 400
Total portions: 4
Allergic warnings: None
Origin: Mexico

"|dinner|vegetarian|-1.0||food_4694
4695|" Spinach and Ricotta Stuffed Mushrooms
Calories per portion"|"96. Spinach and Ricotta Stuffed Mushrooms
Calories per portion: 300
Total portions: 2
Allergic warnings: Dairy (ricotta)
Origin: Italy

"|dinner|vegetarian|-1.0||food_4695
4696|" Vegetable Green Curry
Calories per portion"|"97. Vegetable Green Curry
Calories per portion: 500
Total portions: 4
Allergic warnings: None
Origin: Thailand

"|dinner|vegetarian|-1.0||food_4696
4697|" Mediterranean Stuffed Peppers
Calories per portion"|"98. Mediterranean Stuffed Peppers
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: Various countries

"|dinner|vegetarian|-1.0||food_4697
4698|" General Tso's Tofu
Calories per portion"|"99. General Tso's Tofu
Calories per portion: 400
Total portions: 2
Allergic warnings: None
Origin: China

"|dinner|vegetarian|-1.0||food_4698
4699|" Quinoa and Roasted Vegetable Salad
Calories per portion"|"100. Quinoa and Roasted Vegetable Salad
Calories per portion: 350
Total portions: 4
Allergic warnings: None
Origin: United States

Please note that these calorie counts are approximate and may vary based on specific ingredients and serving sizes used. It's always a good idea to verify the nutritional information and make adjustments as needed."|dinner|vegetarian|-1.0||food_4699
4700|" Caprese Salad - 180kcals per portion, 4 portions, contains dairy (Italy)
"|"1. Caprese Salad - 180kcals per portion, 4 portions, contains dairy (Italy)
"|dinner|vegetarian|180.0|contains dairy (Italy)|food_4700
4701|" Quinoa-Stuffed Bell Peppers - 230kcals per portion, 4 portions, gluten-free
"|"2. Quinoa-Stuffed Bell Peppers - 230kcals per portion, 4 portions, gluten-free
"|dinner|vegetarian|230.0||food_4701
4702|" Lentil Curry - 280kcals per portion, 4 portions, contains legumes (India)
"|"3. Lentil Curry - 280kcals per portion, 4 portions, contains legumes (India)
"|dinner|vegetarian|280.0|contains legumes (India)|food_4702
4703|" Greek Salad - 220kcals per portion, 4 portions, contains dairy
"|"4. Greek Salad - 220kcals per portion, 4 portions, contains dairy
"|dinner|vegetarian|220.0|contains dairy|food_4703
4704|" Spinach and Mushroom Risotto - 350kcals per portion, 4 portions
"|"5. Spinach and Mushroom Risotto - 350kcals per portion, 4 portions
"|dinner|vegetarian|350.0||food_4704
4705|" Vegetable Stir-Fry - 200kcals per portion, 4 portions
"|"6. Vegetable Stir-Fry - 200kcals per portion, 4 portions
"|dinner|vegetarian|200.0||food_4705
4706|" Chickpea Salad - 280kcals per portion, 4 portions, gluten-free (Middle East)
"|"7. Chickpea Salad - 280kcals per portion, 4 portions, gluten-free (Middle East)
"|dinner|vegetarian|280.0||food_4706
4707|" Ratatouille - 180kcals per portion, 4 portions, vegan (France)
"|"8. Ratatouille - 180kcals per portion, 4 portions, vegan (France)
"|dinner|vegetarian|180.0||food_4707
4708|" Caprese Grilled Cheese Sandwich - 420kcals per portion, 2 portions, contains dairy
"|"9. Caprese Grilled Cheese Sandwich - 420kcals per portion, 2 portions, contains dairy
"|dinner|vegetarian|420.0|contains dairy|food_4708
4709|" Sweet Potato and Black Bean Enchiladas - 420kcals per portion, 4 portions, contains legumes (Mexico)
"|"10. Sweet Potato and Black Bean Enchiladas - 420kcals per portion, 4 portions, contains legumes (Mexico)
"|dinner|vegetarian|420.0|contains legumes (Mexico)|food_4709
4710|" Greek Roasted Vegetables - 180kcals per portion, 4 portions
"|"11. Greek Roasted Vegetables - 180kcals per portion, 4 portions
"|dinner|vegetarian|180.0||food_4710
4711|" Citrus Quinoa Salad - 240kcals per portion, 4 portions
"|"12. Citrus Quinoa Salad - 240kcals per portion, 4 portions
"|dinner|vegetarian|240.0||food_4711
4712|" Vegetarian Pad Thai - 480kcals per portion, 2 portions, contains peanuts (Thailand)
"|"13. Vegetarian Pad Thai - 480kcals per portion, 2 portions, contains peanuts (Thailand)
"|dinner|vegetarian|480.0|contains peanuts (Thailand)|food_4712
4713|" Eggplant Parmesan - 380kcals per portion, 4 portions, contains dairy (Italy)
"|"14. Eggplant Parmesan - 380kcals per portion, 4 portions, contains dairy (Italy)
"|dinner|vegetarian|380.0|contains dairy (Italy)|food_4713
