title|raw_text|meal_type|cultural_restriction|calories|allergies|recipeId|ingredients|preparation|Carbohydrates|Protein|Fat|Fiber
"19. pabellón criollo

"|"19. Pabellón Criollo

Ingredients:
- 2 pounds beef skirt steak
- 2 tablespoons vegetable oil
- 2 onions, thinly sliced
- 2 garlic cloves, minced
- 2 tomatoes, diced
- 1 red bell pepper, sliced
- 1 can (14 ounces) black beans, drained and rinsed
- Cooked white rice for serving
- Fried plantains for serving

Preparation:
1. Season the beef skirt steak with salt and pepper.
2. Heat vegetable oil in a large skillet or pot over medium-high heat. Add the steak and sear until browned on each side. Remove from skillet and set aside.
3. In the same skillet, add onions and garlic. Sauté until onions are translucent.
4. Add tomatoes, bell pepper, and black beans to the skillet. Cook for about 5 minutes, or until vegetables are slightly softened.
5. Return the beef skirt steak to the skillet and cook for an additional 10-15 minutes, or until the steak is cooked to desired doneness.
6. Cut beef into thin strips.
7. Serve hot over cooked white rice, garnished with fried plantains.

Nutritional Information per 100g: Carbohydrates - 17g, Protein - 9g, Fat - 6g, Fiber - 3g, Calories - 154
Appropriate for: Lunch or Dinner"|lunch|None|3|||"ingredients:
- 2 pounds beef skirt steak
- 2 tablespoons vegetable oil
- 2 onions, thinly sliced
- 2 garlic cloves, minced
- 2 tomatoes, diced
- 1 red bell pepper, sliced
- 1 can (14 ounces) black beans, drained and rinsed
- cooked white rice for serving
- fried plantains for serving

"||100|17|9|6
"20. cachapa

"|"20. Cachapa

Ingredients:
- 2 cups fresh corn kernels
- 1 cup masa harina (corn flour)
- 1/2 cup milk
- 1/4 cup sugar
- 1/4 cup melted butter
- Salt to taste
- Fresh cheese for serving

Preparation:
1. In a blender, blend fresh corn kernels, milk, sugar, melted butter, and salt until smooth.
2. In a mixing bowl, combine the corn puree and masa harina. Mix well until a batter is formed.
3. Preheat a non-stick skillet or griddle over medium heat.
4. Pour 1/4 cup of the batter onto the skillet and spread it out to form a circle.
5. Cook for about 3-4 minutes on each side, or until golden brown.
6. Serve warm with fresh cheese.

Nutritional Information per 100g: Carbohydrates - 28g, Protein - 3g, Fat - 3g, Fiber - 2g, Calories - 145
Appropriate for: Breakfast, Lunch or Dinner"|breakfast|None|2|||"ingredients:
- 2 cups fresh corn kernels
- 1 cup masa harina (corn flour)
- 1/2 cup milk
- 1/4 cup sugar
- 1/4 cup melted butter
- salt to taste
- fresh cheese for serving

"||100|28|3|3
"21. arroz con leche

"|"21. Arroz con Leche

Ingredients:
- 1 cup white rice
- 4 cups milk
- 1/2 cup condensed milk
- 1 cinnamon stick
- 1/4 cup raisins
- 1 teaspoon vanilla extract
- Ground cinnamon for garnish

Preparation:
1. In a pot, bring water to a boil. Add rice and cook until tender. Drain and set aside.
2. In the same pot, combine cooked rice, milk, condensed milk, cinnamon stick, and raisins. Bring to a simmer over low heat.
3. Cook, stirring occasionally, for about 30 minutes, or until the mixture thickens.
4. Remove from heat and stir in vanilla extract.
5. Remove the cinnamon stick and transfer the arroz con leche to serving bowls.
6. Sprinkle ground cinnamon on top for garnish.
7. Serve warm or chilled.

Nutritional Information per 100g: Carbohydrates - 26g, Protein - 4g, Fat - 4g, Fiber - 0g, Calories - 144
Appropriate for: Breakfast, Snack or Dessert"|breakfast|None|0|||"ingredients:
- 1 cup white rice
- 4 cups milk
- 1/2 cup condensed milk
- 1 cinnamon stick
- 1/4 cup raisins
- 1 teaspoon vanilla extract
- ground cinnamon for garnish

"||100|26|4|4
"22. chupe de camarones

"|"22. Chupe de Camarones

Ingredients:
- 2 cups shrimp, peeled and deveined
- 4 cups fish or vegetable broth
- 1 cup diced potatoes
- 1 cup diced carrots
- 1 cup diced zucchini
- 1/2 cup diced onion
- 1/2 cup diced bell pepper
- 1/4 cup rice
- 2 tablespoons vegetable oil
- 2 garlic cloves, minced
- 2 cups milk
- 1/2 cup grated cheese (queso fresco or feta)
- 1 tablespoon chopped fresh parsley
- Salt and pepper to taste

Preparation:
1. In a pot, bring fish or vegetable broth to a boil. Add potatoes and carrots and cook until tender. Remove from the pot and set aside.
2. In the same pot, cook rice according to package instructions. Remove from the pot and set aside.
3. In a skillet, heat vegetable oil over medium heat. Add onion, garlic, and bell pepper. Sauté until onions are translucent.
4. Add shrimp to the skillet and cook until pink and cooked through.
5. Return the cooked potatoes, carrots, and rice to the pot. Stir in zucchini, milk, and grated cheese. Cook for about 5 minutes, or until the soup thickens slightly.
6. Season with salt and pepper.
7. Stir in chopped fresh parsley.
8. Serve hot.

Nutritional Information per 100g: Carbohydrates - 9g, Protein - 9g, Fat - 5g, Fiber - 1g, Calories - 107
Appropriate for: Lunch or Dinner"|lunch|None|1|||"ingredients:
- 2 cups shrimp, peeled and deveined
- 4 cups fish or vegetable broth
- 1 cup diced potatoes
- 1 cup diced carrots
- 1 cup diced zucchini
- 1/2 cup diced onion
- 1/2 cup diced bell pepper
- 1/4 cup rice
- 2 tablespoons vegetable oil
- 2 garlic cloves, minced
- 2 cups milk
- 1/2 cup grated cheese (queso fresco or feta)
- 1 tablespoon chopped fresh parsley
- salt and pepper to taste

"||100|9|9|5
"23. alfajor de maicena

"|"23. Alfajor de Maicena

Ingredients:
- 2 cups cornstarch
- 1 cup all-purpose flour
- 1/2 cup unsalted butter, softened
- 1/2 cup granulated sugar
- 2 egg yolks
- 1 teaspoon vanilla extract
- Dulce de leche (caramel filling)
- Shredded coconut for rolling

Preparation:
1. Preheat the oven to 350°F (180°C).
2. In a mixing bowl, combine cornstarch, all-purpose flour, and granulated sugar.
3. In a separate bowl, cream together softened butter, egg yolks, and vanilla extract until well combined.
4. Gradually add the dry ingredients to the butter mixture, mixing until a soft dough forms.
5. Roll out the dough on a floured surface to about 1/4 inch thickness. Cut out circles using a cookie cutter.
6. Place the circles on a baking sheet lined with parchment paper.
7. Bake for 12-15 minutes or until the cookies are lightly golden.
8. Let the cookies cool completely.
9. Spread dulce de leche on one cookie and top with another cookie to make a sandwich.
10. Roll the sides of the alfajores in shredded coconut.
11. Repeat with the remaining cookies and filling.
12. Serve at room temperature.

Nutritional Information per 100g: Carbohydrates - 65g, Protein - 4g, Fat - 14g, Fiber - 1g, Calories - 385
Appropriate for: Snack or Dessert"|breakfast;lunch;diner|None|1|||"ingredients:
- 2 cups cornstarch
- 1 cup all-purpose flour
- 1/2 cup unsalted butter, softened
- 1/2 cup granulated sugar
- 2 egg yolks
- 1 teaspoon vanilla extract
- dulce de leche (caramel filling)
- shredded coconut for rolling

"||100|65|4|14
"24. chicha morada

"|"24. Chicha Morada

Ingredients:
- 6 large purple corn cobs
- 5 cups water
- 1 cinnamon stick
- 4 cloves
- 1 apple, chopped
- 1 pineapple, chopped
- 1/2 cup sugar
- Juice of 2 limes

Preparation:
1. Place purple corn cobs, water, cinnamon stick, and cloves in a large pot. Bring to a boil.
2. Reduce heat and simmer for about 45 minutes to 1 hour, or until the liquid has reduced by half.
3. Remove from heat and strain the liquid, discarding the corn cobs, cinnamon stick, and cloves.
4. Return the liquid to the pot and add chopped apple, pineapple, sugar, and lime juice.
5. Simmer for an additional 10 minutes.
6. Remove from heat and let it cool.
7. Serve chilled.

Nutritional Information per 100g: Carbohydrates - 9g, Protein - 0g, Fat - 0g, Fiber - 1g, Calories - 39
Appropriate for: Beverage or Dessert"|breakfast;lunch;diner|None|1|||"ingredients:
- 6 large purple corn cobs
- 5 cups water
- 1 cinnamon stick
- 4 cloves
- 1 apple, chopped
- 1 pineapple, chopped
- 1/2 cup sugar
- juice of 2 limes

"||100|9|0|0
"25. pudim de leite (brazilian flan)

"|"25. Pudim de Leite (Brazilian Flan)

Ingredients:
- 1 can (14 ounces) sweetened condensed milk
- 1 can (12 ounces) evaporated milk
- 1/2 cup sugar
- 4 eggs
- 1 teaspoon vanilla extract

Preparation:
1. Preheat the oven to 350°F (180°C).
2. In a saucepan, melt sugar over medium heat until it turns into a caramel sauce. Pour the caramel into a round mold and tilt the mold to coat the bottom evenly. Set aside to cool.
3. In a blender, blend sweetened condensed milk, evaporated milk, eggs, and vanilla extract until smooth.
4. Pour the milk mixture into the caramel-coated mold.
5. Place the mold in a large baking dish. Fill the baking dish with hot water, halfway up the side of the mold to create a water bath.
6. Bake for about 1 hour, or until the flan is set and a toothpick inserted into the center comes out clean.
7. Remove from the oven and let it cool to room temperature.
8. Refrigerate for at least 4 hours or overnight.
9. To serve, run a knife around the edge of the mold, place a serving plate on top, and invert the flan onto the plate.
10. Serve chilled.

Nutritional Information per 100g: Carbohydrates - 34g, Protein - 7g, Fat - 10g, Fiber - 0g, Calories - 236
Appropriate for: Dessert"|breakfast;lunch;diner|None|0|||"ingredients:
- 1 can (14 ounces) sweetened condensed milk
- 1 can (12 ounces) evaporated milk
- 1/2 cup sugar
- 4 eggs
- 1 teaspoon vanilla extract

"||100|34|7|10
"1. arepas (venezuelan and colombian)
- "|"1. Arepas (Venezuelan and Colombian)
- Ingredients: Maize flour, water, salt, and filling of your choice (e.g., cheese, chicken, avocado)
- Preparation: Mix maize flour, water, and salt to form a dough. Shape into patties and grill until cooked. Stuff with filling.
- Nutritional Information: Carbohydrates 22g, Protein 3g, Fat 1g, Fiber 1g, Calories 120 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner."|breakfast|None|120|||"ingredients: maize flour, water, salt, and filling of your choice (e.g., cheese, chicken, avocado)
- "||22|3|1|1
"2. feijoada (brazilian black bean stew)
- "|"2. Feijoada (Brazilian Black Bean Stew)
- Ingredients: Black beans, pork (e.g., bacon, sausage), onions, garlic, bay leaves, rice, and collard greens
- Preparation: Soak black beans overnight. Cook with pork, onions, garlic, and bay leaves. Serve with rice and collard greens.
- Nutritional Information: Carbohydrates 16g, Protein 5g, Fat 7g, Fiber 4g, Calories 150 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|150|||"ingredients: black beans, pork (e.g., bacon, sausage), onions, garlic, bay leaves, rice, and collard greens
- "||16|5|7|4
"3. ceviche (peruvian)
- "|"3. Ceviche (Peruvian)
- Ingredients: Fresh fish or seafood (e.g., shrimp, white fish), lime juice, onions, peppers, cilantro, salt, and pepper
- Preparation: Marinate fish or seafood in lime juice. Add onions, peppers, cilantro, salt, and pepper. Serve chilled.
- Nutritional Information: Carbohydrates 5g, Protein 15g, Fat 2g, Fiber 2g, Calories 90 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|90|||"ingredients: fresh fish or seafood (e.g., shrimp, white fish), lime juice, onions, peppers, cilantro, salt, and pepper
- "||5|15|2|2
"4. pabellón criollo (venezuelan)
- "|"4. Pabellón Criollo (Venezuelan)
- Ingredients: Shredded beef, black beans, rice, fried plantains, and arepas (optional)
- Preparation: Cook shredded beef. Serve with black beans, rice, fried plantains, and arepas.
- Nutritional Information: Carbohydrates 10g, Protein 18g, Fat 7g, Fiber 3g, Calories 170 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|170|||"ingredients: shredded beef, black beans, rice, fried plantains, and arepas (optional)
- "||10|18|7|3
"5. empanadas (various south american countries)
- "|"5. Empanadas (Various South American Countries)
- Ingredients: Dough (flour, water, salt, butter), filling of your choice (e.g., beef, chicken, cheese, vegetables)
- Preparation: Prepare dough. Fill with desired filling. Bake or fry until golden brown.
- Nutritional Information: Carbohydrates 30g, Protein 8g, Fat 15g, Fiber 2g, Calories 250 (per 100g portion, baked)
- Appropriate for: Lunch or dinner."|lunch|None|250|||"ingredients: dough (flour, water, salt, butter), filling of your choice (e.g., beef, chicken, cheese, vegetables)
- "||30|8|15|2
"6. anticuchos (peruvian beef skewers)
- "|"6. Anticuchos (Peruvian Beef Skewers)
- Ingredients: Beef heart or sirloin, marinade (lime juice, vinegar, spices), skewers
- Preparation: Cut beef into cubes. Marinate in lime juice, vinegar, and spices. Skewer and grill until cooked.
- Nutritional Information: Carbohydrates 3g, Protein 25g, Fat 15g, Fiber 1g, Calories 250 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|250|||"ingredients: beef heart or sirloin, marinade (lime juice, vinegar, spices), skewers
- "||3|25|15|1
"7. ajiaco (colombian chicken and potato soup)
- "|"7. Ajiaco (Colombian Chicken and Potato Soup)
- Ingredients: Chicken, potatoes, corn on the cob, onions, garlic, herbs, cream, capers
- Preparation: Cook chicken with potatoes, corn, onions, garlic, and herbs. Serve with cream and capers.
- Nutritional Information: Carbohydrates 8g, Protein 10g, Fat 5g, Fiber 1g, Calories 120 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|120|||"ingredients: chicken, potatoes, corn on the cob, onions, garlic, herbs, cream, capers
- "||8|10|5|1
"8. pão de queijo (brazilian cheese bread)
- "|"8. Pão de Queijo (Brazilian Cheese Bread)
- Ingredients: Tapioca flour, cheese, eggs, milk, butter
- Preparation: Mix tapioca flour, cheese, eggs, milk, and butter to form a dough. Shape into balls and bake until golden.
- Nutritional Information: Carbohydrates 40g, Protein 5g, Fat 10g, Fiber 0.5g, Calories 250 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner."|breakfast|None|250|||"ingredients: tapioca flour, cheese, eggs, milk, butter
- "||40|5|10|0.5
"9. quimbolitos (ecuadorian steamed corn cakes)
- "|"9. Quimbolitos (Ecuadorian Steamed Corn Cakes)
- Ingredients: Cornmeal, sugar, butter, raisins, cinnamon, eggs
- Preparation: Mix cornmeal, sugar, butter, raisins, cinnamon, and eggs. Steam until cooked.
- Nutritional Information: Carbohydrates 20g, Protein 3g, Fat 5g, Fiber 1g, Calories 140 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner."|breakfast|None|140|||"ingredients: cornmeal, sugar, butter, raisins, cinnamon, eggs
- "||20|3|5|1
"10. lomo saltado (peruvian stir-fried beef)
- "|"10. Lomo Saltado (Peruvian Stir-Fried Beef)
- Ingredients: Beef sirloin, onions, tomatoes, bell peppers, soy sauce, vinegar, fries, rice
- Preparation: Stir-fry beef with onions, tomatoes, and bell peppers. Add soy sauce and vinegar. Serve with fries and rice.
- Nutritional Information: Carbohydrates 10g, Protein 20g, Fat 5g, Fiber 1g, Calories 150 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|150|||"ingredients: beef sirloin, onions, tomatoes, bell peppers, soy sauce, vinegar, fries, rice
- "||10|20|5|1
"11. tamales (various south american countries)
- "|"11. Tamales (Various South American Countries)
- Ingredients: Corn masa, meat or vegetable filling, banana leaves (or corn husks)
- Preparation: Prepare corn masa. Fill with desired filling. Wrap in banana leaves (or corn husks). Steam until cooked.
- Nutritional Information: Carbohydrates 20g, Protein 5g, Fat 5g, Fiber 2g, Calories 150 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner."|breakfast|None|150|||"ingredients: corn masa, meat or vegetable filling, banana leaves (or corn husks)
- "||20|5|5|2
"12. picarones (peruvian pumpkin and sweet potato fritters)
- "|"12. Picarones (Peruvian Pumpkin and Sweet Potato Fritters)
- Ingredients: Pumpkin, sweet potato, flour, yeast, syrup (molasses or cane sugar), anise
- Preparation: Blend pumpkin, sweet potato, flour, and yeast. Let rise. Fry in oil. Serve with syrup.
- Nutritional Information: Carbohydrates 30g, Protein 5g, Fat 5g, Fiber 2g, Calories 170 (per 100g portion)
- Appropriate for: Breakfast or dessert."|breakfast|None|170|||"ingredients: pumpkin, sweet potato, flour, yeast, syrup (molasses or cane sugar), anise
- "||30|5|5|2
"13. churrasco (brazilian grilled meat)
- "|"13. Churrasco (Brazilian Grilled Meat)
- Ingredients: Steak (beef or chicken), marinade, chimichurri sauce (parsley, garlic, vinegar, oil), farofa (toasted cassava flour)
- Preparation: Marinate steak. Grill until cooked. Serve with chimichurri sauce and farofa.
- Nutritional Information: Carbohydrates 0g, Protein 25g, Fat 10g, Fiber 0g, Calories 200 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|200|||"ingredients: steak (beef or chicken), marinade, chimichurri sauce (parsley, garlic, vinegar, oil), farofa (toasted cassava flour)
- "||0|25|10|0
"14. pastel de choclo (chilean corn pie)
- "|"14. Pastel de Choclo (Chilean Corn Pie)
- Ingredients: Corn, ground beef, onions, eggs, olives, raisins, sugar, milk
- Preparation: Blend corn. Cook ground beef with onions, olives, and raisins. Layer corn puree and beef mixture. Bake until golden.
- Nutritional Information: Carbohydrates 20g, Protein 8g, Fat 5g, Fiber 2g, Calories 150 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|150|||"ingredients: corn, ground beef, onions, eggs, olives, raisins, sugar, milk
- "||20|8|5|2
"15. caldinho de feijão (brazilian black bean soup)
- "|"15. Caldinho de Feijão (Brazilian Black Bean Soup)
- Ingredients: Black beans, onions, garlic, bacon, chorizo (optional), cumin, parsley
- Preparation: Cook black beans with onions, garlic, bacon, chorizo, cumin, and parsley. Blend until smooth.
- Nutritional Information: Carbohydrates 10g, Protein 5g, Fat 3g, Fiber 2g, Calories 90 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|90|||"ingredients: black beans, onions, garlic, bacon, chorizo (optional), cumin, parsley
- "||10|5|3|2
"16. causa limeña (peruvian layered potato salad)
- "|"16. Causa Limeña (Peruvian Layered Potato Salad)
- Ingredients: Potatoes, lime juice, ají amarillo (yellow chili), chicken or seafood, avocado, mayonnaise
- Preparation: Boil potatoes. Mash with lime juice, ají amarillo, and salt. Layer with chicken or seafood, avocado, and mayonnaise.
- Nutritional Information: Carbohydrates 15g, Protein 8g, Fat 10g, Fiber 2g, Calories 150 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|150|||"ingredients: potatoes, lime juice, ají amarillo (yellow chili), chicken or seafood, avocado, mayonnaise
- "||15|8|10|2
"17. moqueca de peixe (brazilian fish stew)
- "|"17. Moqueca de Peixe (Brazilian Fish Stew)
- Ingredients: Fish fillets, coconut milk, bell peppers, tomatoes, onions, garlic, cilantro, palm oil (or olive oil), lime juice
- Preparation: Cook fish in coconut milk with bell peppers, tomatoes, onions, garlic, cilantro, palm oil, and lime juice.
- Nutritional Information: Carbohydrates 10g, Protein 15g, Fat 5g, Fiber 2g, Calories 150 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|150|||"ingredients: fish fillets, coconut milk, bell peppers, tomatoes, onions, garlic, cilantro, palm oil (or olive oil), lime juice
- "||10|15|5|2
"18. humitas (various south american countries)
- "|"18. Humitas (Various South American Countries)
- Ingredients: Fresh corn, onion, butter, sugar, flour, milk, spices, corn husks
- Preparation: Blend corn, onion, butter, sugar, flour, milk, and spices. Wrap in corn husks. Steam until cooked.
- Nutritional Information: Carbohydrates 20g, Protein 3g, Fat 5g, Fiber 2g, Calories 120 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner."|breakfast|None|120|||"ingredients: fresh corn, onion, butter, sugar, flour, milk, spices, corn husks
- "||20|3|5|2
"19. choripán (argentina)
- "|"19. Choripán (Argentina)
- Ingredients: Chorizo sausages, bread rolls, chimichurri sauce
- Preparation: Grill or pan-fry chorizo sausages. Serve in bread rolls with chimichurri sauce.
- Nutritional Information: Carbohydrates 15g, Protein 12g, Fat 15g, Fiber 1g, Calories 230 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|230|||"ingredients: chorizo sausages, bread rolls, chimichurri sauce
- "||15|12|15|1
"20. cachapas (venezuelan sweet corn pancakes)
- "|"20. Cachapas (Venezuelan Sweet Corn Pancakes)
- Ingredients: Fresh corn, flour, sugar, salt, cheese (optional)
- Preparation: Blend corn, flour, sugar, and salt. Cook as pancakes. Serve with cheese.
- Nutritional Information: Carbohydrates 25g, Protein 5g, Fat 5g, Fiber 2g, Calories 150 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner."|breakfast|None|150|||"ingredients: fresh corn, flour, sugar, salt, cheese (optional)
- "||25|5|5|2
"21. encebollado (ecuadorian fish soup)
- "|"21. Encebollado (Ecuadorian Fish Soup)
- Ingredients: Fresh tuna, onions, tomatoes, yuca (cassava), cilantro, lime juice, cumin, spices, corn nuts
- Preparation: Cook tuna with onions, tomatoes, yuca, cilantro, lime juice, cumin, and spices. Serve with corn nuts.
- Nutritional Information: Carbohydrates 10g, Protein 15g, Fat 3g, Fiber 1g, Calories 130 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|130|||"ingredients: fresh tuna, onions, tomatoes, yuca (cassava), cilantro, lime juice, cumin, spices, corn nuts
- "||10|15|3|1
"22. alfajores (various south american countries)
- "|"22. Alfajores (Various South American Countries)
- Ingredients: Flour, cornstarch, butter, sugar, dulce de leche, powdered sugar
- Preparation: Mix flour, cornstarch, butter, and sugar to make dough. Bake as cookies. Sandwich with dulce de leche. Dust with powdered sugar.
- Nutritional Information: Carbohydrates 40g, Protein 3g, Fat 10g, Fiber 1g, Calories 250 (per 100g portion)
- Appropriate for: Breakfast or dessert."|breakfast|None|250|||"ingredients: flour, cornstarch, butter, sugar, dulce de leche, powdered sugar
- "||40|3|10|1
"23. cazuela (chilean meat and vegetable stew)
- "|"23. Cazuela (Chilean Meat and Vegetable Stew)
- Ingredients: Beef, chicken, onions, potatoes, squash, corn on the cob, rice, basil
- Preparation: Cook beef and chicken with onions, potatoes, squash, corn on the cob, rice, and basil.
- Nutritional Information: Carbohydrates 10g, Protein 15g, Fat 5g, Fiber 2g, Calories 150 (per 100g portion)
- Appropriate for: Lunch or dinner."|lunch|None|150|||"ingredients: beef, chicken, onions, potatoes, squash, corn on the cob, rice, basil
- "||10|15|5|2
"24. cachitos de jamón (venezuelan ham croissants)
- "|"24. Cachitos de Jamón (Venezuelan Ham Croissants)
- Ingredients: Puff pastry, ham, cheese, butter, sugar
- Preparation: Fill puff pastry with ham and cheese. Shape into croissants. Bake until golden. Dust with sugar.
- Nutritional Information: Carbohydrates 25g, Protein 5g, Fat 15g, Fiber 1g, Calories 250 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner."|breakfast|None|250|||"ingredients: puff pastry, ham, cheese, butter, sugar
- "||25|5|15|1
"25. salteñas (bolivian meat-filled pastries)
- "|"25. Salteñas (Bolivian Meat-Filled Pastries)
- Ingredients: Dough (flour, water, butter), meat filling (beef, chicken, pork), vegetables, spices
- Preparation: Prepare dough. Fill with meat filling and vegetables. Bake until golden.
- Nutritional Information: Carbohydrates 25g, Protein 10g, Fat 10g, Fiber 1g, Calories 200 (per 100g portion)
- Appropriate for: Breakfast, lunch, or dinner.

Please note that these recipes are just a sample of South American cuisine, and there are many more delicious dishes to explore from this diverse region."|breakfast|None|200|||"ingredients: dough (flour, water, butter), meat filling (beef, chicken, pork), vegetables, spices
- "||25|10|10|1
"1. arepa (venezuela/colombia):
   - "|"1. Arepa (Venezuela/Colombia):
   - Ingredients: Cornmeal, water, salt
   - Preparation: Mix cornmeal, water, and salt to form a dough. Shape into discs and cook on a griddle until golden brown.
   - Carbohydrates: 24g
   - Protein: 4g
   - Fat: 1g
   - Fiber: 3g
   - Calories: 120
   - Appropriate for: Breakfast, lunch, or dinner"|breakfast|None|120|||"ingredients: cornmeal, water, salt
   - "|['preparation: mix cornmeal, water, and salt to form a dough. shape into discs and cook on a griddle until golden brown.']|24|4|1|3
"2. feijoada (brazil):
   - "|"2. Feijoada (Brazil):
   - Ingredients: Black beans, pork (such as ribs, sausage, and bacon), onion, garlic, salt
   - Preparation: Cook black beans with the pork, onion, garlic, and salt until tender. Serve with rice.
   - Carbohydrates: 21g
   - Protein: 34g
   - Fat: 23g
   - Fiber: 10g
   - Calories: 400
   - Appropriate for: Lunch or dinner"|lunch|None|400|||"ingredients: black beans, pork (such as ribs, sausage, and bacon), onion, garlic, salt
   - "|['preparation: cook black beans with the pork, onion, garlic, and salt until tender. serve with rice.']|21|34|23|10
"3. ceviche (peru):
   - "|"3. Ceviche (Peru):
   - Ingredients: Fish or seafood (such as shrimp or octopus), lime juice, onion, cilantro, salt
   - Preparation: Marinate raw fish or seafood in lime juice until it ""cooks"" in the acidity. Mix with chopped onion, cilantro, and salt.
   - Carbohydrates: 5g
   - Protein: 20g
   - Fat: 3g
   - Fiber: 1g
   - Calories: 120
   - Appropriate for: Lunch or dinner"|lunch|None|120|||"ingredients: fish or seafood (such as shrimp or octopus), lime juice, onion, cilantro, salt
   - "|"['preparation: marinate raw fish or seafood in lime juice until it ""cooks"" in the acidity. mix with chopped onion, cilantro, and salt.']"|5|20|3|1
"4. pabellón criollo (venezuela):
   - "|"4. Pabellón Criollo (Venezuela):
   - Ingredients: Rice, black beans, shredded beef, sweet plantains, arepa
   - Preparation: Serve cooked rice, black beans, shredded beef, sweet plantains, and arepa on a plate.
   - Carbohydrates: 40g
   - Protein: 25g
   - Fat: 9g
   - Fiber: 10g
   - Calories: 330
   - Appropriate for: Lunch or dinner"|lunch|None|330|||"ingredients: rice, black beans, shredded beef, sweet plantains, arepa
   - "|['preparation: serve cooked rice, black beans, shredded beef, sweet plantains, and arepa on a plate.']|40|25|9|10
"5. empanadas (argentina):
   - "|"5. Empanadas (Argentina):
   - Ingredients: Flour, water, salt, ground beef, onion, spices (such as cumin and paprika), egg
   - Preparation: Mix flour, water, and salt to form a dough. Fill with a mixture of cooked ground beef, onion, and spices. Seal and bake until golden brown.
   - Carbohydrates: 30g
   - Protein: 15g
   - Fat: 10g
   - Fiber: 3g
   - Calories: 250
   - Appropriate for: Lunch or dinner"|lunch|None|250|||"ingredients: flour, water, salt, ground beef, onion, spices (such as cumin and paprika), egg
   - "|['preparation: mix flour, water, and salt to form a dough. fill with a mixture of cooked ground beef, onion, and spices. seal and bake until golden brown.']|30|15|10|3
"6. asado (argentina):
   - "|"6. Asado (Argentina):
   - Ingredients: Beef ribs, salt
   - Preparation: Season beef ribs with salt and grill over a wood fire or charcoal until cooked to desired doneness.
   - Carbohydrates: 0g
   - Protein: 25g
   - Fat: 20g
   - Fiber: 0g
   - Calories: 300
   - Appropriate for: Lunch or dinner"|lunch|None|300|||"ingredients: beef ribs, salt
   - "|['preparation: season beef ribs with salt and grill over a wood fire or charcoal until cooked to desired doneness.']|0|25|20|0
"7. pisco sour (peru):
   - "|"7. Pisco Sour (Peru):
   - Ingredients: Pisco, lime juice, simple syrup, egg white
   - Preparation: Shake pisco, lime juice, simple syrup, and egg white with ice. Strain into a glass and garnish with a few drops of bitters.
   - Carbohydrates: 4g
   - Protein: 0g
   - Fat: 0g
   - Fiber: 0g
   - Calories: 200
   - Appropriate for: Dinner (cocktail)"|breakfast;lunch;diner|None|200|||"ingredients: pisco, lime juice, simple syrup, egg white
   - "|['preparation: shake pisco, lime juice, simple syrup, and egg white with ice. strain into a glass and garnish with a few drops of bitters.']|4|0|0|0
"8. chimichurri (argentina):
   - "|"8. Chimichurri (Argentina):
   - Ingredients: Parsley, garlic, olive oil, red wine vinegar, oregano, salt, pepper
   - Preparation: Finely chop parsley and garlic. Mix with olive oil, red wine vinegar, oregano, salt, and pepper to make a sauce.
   - Carbohydrates: 2g
   - Protein: 0g
   - Fat: 14g
   - Fiber: 1g
   - Calories: 140
   - Appropriate for: Lunch or dinner (sauce)"|lunch|None|140|||"ingredients: parsley, garlic, olive oil, red wine vinegar, oregano, salt, pepper
   - "|['preparation: finely chop parsley and garlic. mix with olive oil, red wine vinegar, oregano, salt, and pepper to make a sauce.']|2|0|14|1
"9. cachapa (venezuela):
   - "|"9. Cachapa (Venezuela):
   - Ingredients: Corn, milk, sugar, salt
   - Preparation: Blend corn, milk, sugar, and salt to make a batter. Cook like pancakes on a griddle until golden brown.
   - Carbohydrates: 22g
   - Protein: 4g
   - Fat: 1g
   - Fiber: 2g
   - Calories: 120
   - Appropriate for: Breakfast, lunch, or dinner"|breakfast|None|120|||"ingredients: corn, milk, sugar, salt
   - "|['preparation: blend corn, milk, sugar, and salt to make a batter. cook like pancakes on a griddle until golden brown.']|22|4|1|2
